,time,brief,content,classify
1,2020-05-28 00:00:00,大股东减持60万股,"据港交所权益披露信息显示，5月28日，药明生物实际控制人之一的李革在场内以每股129港元的均价，减持药明生物60万股股份，套现金额7740万港元。

https://baijiahao.baidu.com/s?id=1668529889781377493&wfr=spider&for=pc",memo
