,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,600000.SH,20191030,20191030,20190930,2,1,,,,,267320000000.0,,,,,,,229143000000.0,,18907000000.0,,9614000000.0,634953000000.0,,16616000000.0,22815000000.0,336134000000.0,,,97131000000.0,,73736000000.0,702402000000.0,-67449000000.0,1944000000.0,1111963000000.0,50751000000.0,,,1164658000000.0,5601000000.0,1151808000000.0,,,,1157409000000.0,7249000000.0,891262000000.0,,,921258000000.0,,,34127000000.0,,,898506000000.0,22752000000.0,2310000000.0,-35138000000.0,187644000000.0,152506000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,600000.SH,20191030,20191030,20190930,2,1,,,,,267320000000.0,,,,,,,229143000000.0,,18907000000.0,,9614000000.0,634953000000.0,,16616000000.0,22815000000.0,336134000000.0,,,97131000000.0,,73736000000.0,702402000000.0,-67449000000.0,1944000000.0,1111963000000.0,50751000000.0,,,1164658000000.0,5601000000.0,1151808000000.0,,,,1157409000000.0,7249000000.0,,,,921258000000.0,,,34127000000.0,,,898506000000.0,22752000000.0,2310000000.0,-35138000000.0,187644000000.0,152506000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,600000.SH,20190824,20190824,20190630,2,1,32411000000.0,,,,188501000000.0,,,,,,,141056000000.0,,79734000000.0,,15228000000.0,445050000000.0,,12018000000.0,16595000000.0,199644000000.0,,,61163000000.0,,41509000000.0,436218000000.0,8832000000.0,13000000.0,1308990000000.0,39245000000.0,,,1348248000000.0,3270000000.0,1460257000000.0,,,,1463527000000.0,-115279000000.0,,,,562417000000.0,,509472000000.0,24186000000.0,,,533658000000.0,28759000000.0,88000000.0,-77600000000.0,187644000000.0,110044000000.0,,,,3000000.0,,,,,,-5000000.0,,-886000000.0,-6809000000.0,-470000000.0,-4000000.0,,-240484000000.0,202237000000.0,,8832000000.0,,,,110044000000.0,187644000000.0,,,-77600000000.0
3,600000.SH,20190824,20190824,20190630,2,1,32411000000.0,,,,188501000000.0,,,,,,,141056000000.0,,79734000000.0,,15228000000.0,445050000000.0,,12018000000.0,16595000000.0,199644000000.0,,,61163000000.0,,41509000000.0,436218000000.0,8832000000.0,13000000.0,1308990000000.0,39245000000.0,,,1348248000000.0,3270000000.0,1460257000000.0,,,,1463527000000.0,-115279000000.0,,562417000000.0,,562417000000.0,99157869747.2395,509472000000.0,24186000000.0,,,533658000000.0,28759000000.0,88000000.0,-77600000000.0,187644000000.0,110044000000.0,,,,3000000.0,,,,,,-5000000.0,,-886000000.0,-6809000000.0,-470000000.0,-4000000.0,,-240484000000.0,202237000000.0,,8832000000.0,,,,110044000000.0,187644000000.0,,,-77600000000.0
4,600000.SH,20190430,20190430,20190331,2,1,,,,,331167000000.0,,,,,,,69898000000.0,,,,6380000000.0,425904000000.0,,7142000000.0,6386000000.0,82920000000.0,4327000000.0,,29845000000.0,,47032000000.0,240471000000.0,185433000000.0,,350872000000.0,15211000000.0,17000000.0,,366100000000.0,650000000.0,543365000000.0,,,,544015000000.0,-177915000000.0,,,,273355000000.0,,,8107000000.0,,,322795000000.0,-49440000000.0,-1933000000.0,-43855000000.0,187644000000.0,143789000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,600000.SH,20190326,20190326,20181231,2,1,56515000000.0,,,,,35353000000.0,,,,,,255903000000.0,,9307000000.0,,41424000000.0,431800000000.0,,22382000000.0,30105000000.0,411136000000.0,,,130413000000.0,,11460000000.0,770160000000.0,-338360000000.0,88000000.0,1673028000000.0,76363000000.0,,,1749479000000.0,5934000000.0,1485656000000.0,,,,1491590000000.0,257889000000.0,,1288077000000.0,,1288876000000.0,505534522271.92,1137019000000.0,33954000000.0,,,1170973000000.0,117903000000.0,2754000000.0,40186000000.0,147458000000.0,187644000000.0,799000000.0,799000000.0,,3000000.0,1964000000.0,762000000.0,600000000.0,,,-33000000.0,,-798000000.0,-11521000000.0,-4881000000.0,-37000000.0,,-589837000000.0,191286000000.0,,-338360000000.0,,,,187644000000.0,147458000000.0,,,40186000000.0
6,600000.SH,20190326,20190326,20181231,2,1,56515000000.0,,,,,35353000000.0,,,,,,255903000000.0,,9307000000.0,,41424000000.0,431800000000.0,,22382000000.0,30105000000.0,411136000000.0,,,130413000000.0,,11460000000.0,770160000000.0,-338360000000.0,88000000.0,1673028000000.0,76363000000.0,,,1749479000000.0,5934000000.0,1485656000000.0,,,,1491590000000.0,257889000000.0,,,,1288876000000.0,,1137019000000.0,33954000000.0,,,1170973000000.0,117903000000.0,2754000000.0,40186000000.0,147458000000.0,187644000000.0,799000000.0,799000000.0,,3000000.0,1964000000.0,762000000.0,600000000.0,,,-33000000.0,,-798000000.0,-11521000000.0,-4881000000.0,-37000000.0,,-589837000000.0,191286000000.0,,-338360000000.0,,,,187644000000.0,147458000000.0,,,40186000000.0
7,600000.SH,20181031,20181031,20180930,2,1,,,,,,60333000000.0,,,,,,190412000000.0,,,,56828000000.0,377609000000.0,,15413000000.0,22552000000.0,310474000000.0,,,99734000000.0,,51397000000.0,739688000000.0,-362079000000.0,153000000.0,3656660000000.0,65476000000.0,,,3722289000000.0,3373000000.0,3328378000000.0,,,,3331751000000.0,390538000000.0,,1087343000000.0,,1088142000000.0,,1028049000000.0,26026000000.0,,,1054075000000.0,34067000000.0,2803000000.0,65329000000.0,147458000000.0,212787000000.0,799000000.0,799000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,600000.SH,20180830,20180830,20180630,2,1,28900000000.0,,,,1189000000.0,9228000000.0,,,,,,124277000000.0,,,,55384000000.0,259633000000.0,,9859000000.0,16562000000.0,182007000000.0,,,67096000000.0,,19215000000.0,377728000000.0,-118095000000.0,9000000.0,2812152000000.0,44791000000.0,,,2856952000000.0,2259000000.0,2672525000000.0,,,,2674784000000.0,182168000000.0,,674615000000.0,,675414000000.0,193281960012.88,709893000000.0,15301000000.0,,,725194000000.0,-49780000000.0,556000000.0,14849000000.0,147458000000.0,162307000000.0,799000000.0,799000000.0,,26929000000.0,928000000.0,247000000.0,316000000.0,,,3000000.0,,-7234000000.0,-7742000000.0,3413000000.0,-23000000.0,,-105440000000.0,-36704000000.0,,-118095000000.0,,,,162307000000.0,147458000000.0,,,14849000000.0
9,600000.SH,20180428,20180428,20180331,2,1,,,,,,21874000000.0,-47108000000.0,,,,,61893000000.0,,,,43377000000.0,98354000000.0,,5540000000.0,6765000000.0,62761000000.0,,,30277000000.0,,17408000000.0,147079000000.0,-48725000000.0,34000000.0,972298000000.0,19161000000.0,,,991493000000.0,1678000000.0,874312000000.0,,,,875990000000.0,115503000000.0,,,,258051000000.0,,293873000000.0,8575000000.0,,,302448000000.0,-44397000000.0,-761000000.0,21620000000.0,147458000000.0,169078000000.0,799000000.0,799000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,600000.SH,20180428,20180428,20180331,2,1,,,,,,21874000000.0,,,,,,61893000000.0,,,,43377000000.0,145462000000.0,,5540000000.0,6765000000.0,62761000000.0,,,30277000000.0,,17408000000.0,194187000000.0,-48725000000.0,34000000.0,972298000000.0,19161000000.0,,,991493000000.0,1678000000.0,874312000000.0,,,,875990000000.0,115503000000.0,,257252000000.0,,258051000000.0,,293873000000.0,8575000000.0,,,302448000000.0,-44397000000.0,-761000000.0,21620000000.0,147458000000.0,169078000000.0,799000000.0,799000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11,600000.SH,20180428,20180428,20171231,2,1,55002000000.0,,,,8276000000.0,34765000000.0,,,,,,231375000000.0,,183585000000.0,,29346000000.0,548469000000.0,,22014000000.0,30557000000.0,480067000000.0,,,117775000000.0,,38729000000.0,689142000000.0,-140673000000.0,151000000.0,4740192000000.0,66441000000.0,,,4806784000000.0,8430000000.0,4760554000000.0,,,,4768984000000.0,37800000000.0,,1332184000000.0,,1347092000000.0,294476533424.987,1310571000000.0,31701000000.0,,,1342272000000.0,4820000000.0,-1900000000.0,-99953000000.0,247411000000.0,147458000000.0,14908000000.0,92000000.0,,55285000000.0,1778000000.0,494000000.0,661000000.0,,,-16000000.0,,3797000000.0,-4645000000.0,-5370000000.0,-37000000.0,,-378345000000.0,177589000000.0,,-140673000000.0,,,,147458000000.0,247411000000.0,,,-99953000000.0
12,600000.SH,20180428,20180428,20171231,2,1,55002000000.0,,,,8276000000.0,34765000000.0,183585000000.0,,,,,231375000000.0,,,,29346000000.0,548469000000.0,,22014000000.0,30557000000.0,480067000000.0,,,117775000000.0,,38729000000.0,689142000000.0,-140673000000.0,151000000.0,4740192000000.0,66441000000.0,,,4806784000000.0,8430000000.0,4760554000000.0,,,,4768984000000.0,37800000000.0,,,,1347092000000.0,,1310571000000.0,31701000000.0,,,1342272000000.0,4820000000.0,-1900000000.0,-99953000000.0,247411000000.0,147458000000.0,14908000000.0,92000000.0,,55285000000.0,1778000000.0,494000000.0,661000000.0,,,-16000000.0,,3797000000.0,-4645000000.0,-5370000000.0,-37000000.0,,-378345000000.0,177589000000.0,,-140673000000.0,,,,147458000000.0,247411000000.0,,,-99953000000.0
13,600000.SH,20171028,20171028,20170930,2,1,,,,,102989000000.0,26213000000.0,,,,,,168969000000.0,,68244000000.0,,53120000000.0,450586000000.0,,13860000000.0,23100000000.0,356681000000.0,,,82469000000.0,,38673000000.0,548970000000.0,-98384000000.0,61000000.0,3981910000000.0,73378000000.0,,,4055349000000.0,7785000000.0,3995484000000.0,,,,4003269000000.0,52080000000.0,,930746000000.0,,945655000000.0,,1012221000000.0,24190000000.0,,,1036411000000.0,-90756000000.0,-1469000000.0,-138529000000.0,247411000000.0,108882000000.0,14909000000.0,92000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,600000.SH,20171028,20171028,20170930,2,1,,,,,102989000000.0,26213000000.0,68244000000.0,,,,,168969000000.0,,,,53120000000.0,450586000000.0,,13860000000.0,23100000000.0,356681000000.0,,,82469000000.0,,38673000000.0,548970000000.0,-98384000000.0,61000000.0,3981910000000.0,73378000000.0,,,4055349000000.0,7785000000.0,3995484000000.0,,,,4003269000000.0,52080000000.0,,,,945655000000.0,,1012221000000.0,24190000000.0,,,1036411000000.0,-90756000000.0,-1469000000.0,-138529000000.0,247411000000.0,108882000000.0,14909000000.0,92000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15,600000.SH,20170830,20170830,20170630,2,1,28522000000.0,,,,26412000000.0,24593000000.0,15654000000.0,,,,,111739000000.0,,,,16662000000.0,226610000000.0,,9453000000.0,15766000000.0,281203000000.0,,,55330000000.0,,30141000000.0,482636000000.0,-256026000000.0,35000000.0,3503091000000.0,53701000000.0,,,3556827000000.0,3862000000.0,3382306000000.0,,,,3386168000000.0,170659000000.0,,,,677172000000.0,,669300000000.0,17165000000.0,,,686465000000.0,-9293000000.0,-704000000.0,-95364000000.0,247411000000.0,152047000000.0,63000000.0,63000000.0,,27170000000.0,862000000.0,240000000.0,303000000.0,,,-22000000.0,,2172000000.0,-876000000.0,1590000000.0,-19000000.0,,-322900000000.0,29622000000.0,,-256026000000.0,,,,152047000000.0,247411000000.0,,,-95364000000.0
16,600000.SH,20170830,20170830,20170630,2,1,28522000000.0,,,,26412000000.0,24593000000.0,,,,,,111739000000.0,,15654000000.0,,16662000000.0,226610000000.0,,9453000000.0,15766000000.0,281203000000.0,,,55330000000.0,,30141000000.0,482636000000.0,-256026000000.0,35000000.0,3503091000000.0,53701000000.0,,,3556827000000.0,3862000000.0,3382306000000.0,,,,3386168000000.0,170659000000.0,,677109000000.0,,677172000000.0,340007111779.271,669300000000.0,17165000000.0,,,686465000000.0,-9293000000.0,-704000000.0,-95364000000.0,247411000000.0,152047000000.0,63000000.0,63000000.0,,27170000000.0,862000000.0,240000000.0,303000000.0,,,-22000000.0,,2172000000.0,-876000000.0,1590000000.0,-19000000.0,,-322900000000.0,29622000000.0,,-256026000000.0,,,,152047000000.0,247411000000.0,,,-95364000000.0
17,600000.SH,20170427,20170427,20170331,2,1,,,,,26251000000.0,29578000000.0,,,,,,53521000000.0,,,,16741000000.0,161351000000.0,,5211000000.0,6556000000.0,179866000000.0,,,24884000000.0,,34808000000.0,362321000000.0,-200970000000.0,100000000.0,1190571000000.0,18324000000.0,,,1208995000000.0,509000000.0,1129245000000.0,,,,1129754000000.0,79241000000.0,,355240000000.0,,355278000000.0,,329002000000.0,7613000000.0,,,336615000000.0,18663000000.0,-212000000.0,-103278000000.0,247411000000.0,144133000000.0,38000000.0,38000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18,600000.SH,20170427,20170427,20170331,2,1,,,,,26251000000.0,29578000000.0,-2809000000.0,,,,,53521000000.0,,,,16741000000.0,158542000000.0,,5211000000.0,6556000000.0,179866000000.0,,,24884000000.0,,34808000000.0,359512000000.0,-200970000000.0,100000000.0,1190571000000.0,18324000000.0,,,1208995000000.0,509000000.0,1129245000000.0,,,,1129754000000.0,79241000000.0,,,,355278000000.0,,329002000000.0,7613000000.0,,,336615000000.0,18663000000.0,-212000000.0,-103278000000.0,247411000000.0,144133000000.0,38000000.0,38000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19,600000.SH,20170401,20170401,20161231,2,1,53678000000.0,,,,347743000000.0,123977000000.0,,,,,,187814000000.0,,,,67190000000.0,726724000000.0,,21107000000.0,32298000000.0,548823000000.0,70295000000.0,,92987000000.0,,25863000000.0,918717000000.0,-191993000000.0,23000000.0,5158058000000.0,62152000000.0,,,5221012000000.0,4764000000.0,5280263000000.0,,,,5285027000000.0,-64015000000.0,,1012676000000.0,,1012744000000.0,317018583136.835,747899000000.0,30503000000.0,,,778402000000.0,234342000000.0,4390000000.0,-17276000000.0,264687000000.0,247411000000.0,68000000.0,68000000.0,,49104000000.0,1791000000.0,752000000.0,641000000.0,,,4000000.0,,-2812000000.0,-5721000000.0,-5469000000.0,-110000000.0,,-730075000000.0,502846000000.0,,-191993000000.0,,,,247411000000.0,264687000000.0,,,-17276000000.0
20,600000.SH,20170401,20170401,20161231,2,1,53678000000.0,,,,347743000000.0,123977000000.0,-7166000000.0,,,,,187814000000.0,,,,67190000000.0,719558000000.0,,21107000000.0,32298000000.0,548823000000.0,70295000000.0,,92987000000.0,,25863000000.0,911551000000.0,-191993000000.0,23000000.0,5158058000000.0,62152000000.0,,,5221012000000.0,4764000000.0,5280263000000.0,,,,5285027000000.0,-64015000000.0,,,,1012744000000.0,,747899000000.0,30503000000.0,,,778402000000.0,234342000000.0,4390000000.0,-17276000000.0,264687000000.0,247411000000.0,68000000.0,68000000.0,,49104000000.0,1791000000.0,752000000.0,641000000.0,,,4000000.0,,-2812000000.0,-5721000000.0,-5469000000.0,-110000000.0,,-730075000000.0,502846000000.0,,-191993000000.0,,,,247411000000.0,264687000000.0,,,-17276000000.0
21,600000.SH,20161029,20161029,20160930,2,1,,,,,150456000000.0,36498000000.0,,,,,,140073000000.0,,68508000000.0,,66658000000.0,462193000000.0,,12199000000.0,24996000000.0,344894000000.0,31095000000.0,,69491000000.0,,17199000000.0,611988000000.0,-149795000000.0,14000000.0,2642489000000.0,63144000000.0,,,2706426000000.0,3221000000.0,2766498000000.0,,,,2769719000000.0,-63293000000.0,,726623000000.0,,726623000000.0,,460217000000.0,25425000000.0,,,485642000000.0,240981000000.0,2468000000.0,30361000000.0,264687000000.0,295048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,600000.SH,20161029,20161029,20160930,2,1,,,,,150456000000.0,36498000000.0,68508000000.0,,,,,140073000000.0,,,,66658000000.0,462193000000.0,,12199000000.0,24996000000.0,344894000000.0,31095000000.0,,69491000000.0,,17199000000.0,611988000000.0,-149795000000.0,14000000.0,2642489000000.0,63144000000.0,,,2706426000000.0,3221000000.0,2766498000000.0,,,,2769719000000.0,-63293000000.0,,,,726623000000.0,,460217000000.0,25425000000.0,,,485642000000.0,240981000000.0,2468000000.0,30361000000.0,264687000000.0,295048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,600000.SH,20160811,20160811,20160630,2,1,27040000000.0,,,,50106000000.0,56886000000.0,,,,,,92263000000.0,,26507000000.0,,52074000000.0,277836000000.0,,8194000000.0,19160000000.0,217535000000.0,5643000000.0,,47690000000.0,,14150000000.0,411885000000.0,-134049000000.0,10000000.0,886356000000.0,51420000000.0,,,938565000000.0,2490000000.0,1002296000000.0,,,,1004786000000.0,-66221000000.0,,459517000000.0,,459517000000.0,198814625049.544,225214000000.0,20315000000.0,,,245529000000.0,213988000000.0,1944000000.0,15662000000.0,264687000000.0,280349000000.0,,,,26512000000.0,830000000.0,337000000.0,302000000.0,,,,,-798000000.0,-2770000000.0,-1623000000.0,-46000000.0,,-226635000000.0,74181000000.0,,-134049000000.0,,,,280349000000.0,264687000000.0,,,15662000000.0
24,600000.SH,20160811,20160811,20160630,2,1,27040000000.0,,,,50106000000.0,56886000000.0,26507000000.0,,,,,92263000000.0,,,,52074000000.0,277836000000.0,,8194000000.0,19160000000.0,217535000000.0,5643000000.0,,47690000000.0,,14150000000.0,411885000000.0,-134049000000.0,10000000.0,886356000000.0,51420000000.0,,,938565000000.0,2490000000.0,1002296000000.0,,,,1004786000000.0,-66221000000.0,,,,459517000000.0,,225214000000.0,20315000000.0,,,245529000000.0,213988000000.0,1944000000.0,15662000000.0,264687000000.0,280349000000.0,,,,26512000000.0,830000000.0,337000000.0,302000000.0,,,,,-798000000.0,-2770000000.0,-1623000000.0,-46000000.0,,-226635000000.0,74181000000.0,,-134049000000.0,,,,280349000000.0,264687000000.0,,,15662000000.0
25,600000.SH,20160430,20160430,20160331,2,1,,,,,,44293000000.0,35018000000.0,,,,,46006000000.0,,,,16409000000.0,145068000000.0,,4543000000.0,7019000000.0,100673000000.0,,,23336000000.0,,6003000000.0,246648000000.0,-101580000000.0,5000000.0,483675000000.0,23058000000.0,,779000000.0,507517000000.0,948000000.0,610527000000.0,,,,611475000000.0,-103958000000.0,,202282000000.0,,202282000000.0,,1372000000.0,5906000000.0,,,7278000000.0,195004000000.0,232000000.0,-10302000000.0,264687000000.0,254385000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,600000.SH,20160430,20160430,20160331,2,1,,,,,,44293000000.0,,,,,,46006000000.0,,35018000000.0,,16409000000.0,145068000000.0,,4543000000.0,7019000000.0,100673000000.0,,,23336000000.0,,6003000000.0,246648000000.0,-101580000000.0,5000000.0,483675000000.0,23058000000.0,,779000000.0,507517000000.0,948000000.0,610527000000.0,,,,611475000000.0,-103958000000.0,,202282000000.0,,202282000000.0,,1372000000.0,5906000000.0,,,7278000000.0,195004000000.0,232000000.0,-10302000000.0,264687000000.0,254385000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,600000.SH,20160407,20160407,20151231,2,1,50997000000.0,,,,442342000000.0,2639000000.0,153050000000.0,,,,,180543000000.0,,,,6894000000.0,821719000000.0,,19255000000.0,27604000000.0,234500000000.0,,,110788000000.0,,36708000000.0,462899000000.0,358820000000.0,96000000.0,792979000000.0,34812000000.0,,,827887000000.0,12334000000.0,1346773000000.0,,,,1359107000000.0,-531220000000.0,,434246000000.0,,449206000000.0,,181006000000.0,23418000000.0,,,204424000000.0,244782000000.0,3521000000.0,75903000000.0,188784000000.0,264687000000.0,,,,38795000000.0,1328000000.0,303000000.0,597000000.0,,,-65000000.0,,-2991000000.0,-1452000000.0,-5213000000.0,,,-199459000000.0,542466000000.0,,358820000000.0,,,,264687000000.0,188784000000.0,,,75903000000.0
28,600000.SH,20160407,20160407,20151231,2,1,50997000000.0,,,,442342000000.0,2639000000.0,,,,,,180543000000.0,,153050000000.0,,6894000000.0,821719000000.0,,19255000000.0,27604000000.0,234500000000.0,,,110788000000.0,,36708000000.0,462899000000.0,358820000000.0,96000000.0,792979000000.0,34812000000.0,,,827887000000.0,12334000000.0,1346773000000.0,,,,1359107000000.0,-531220000000.0,,434246000000.0,,449206000000.0,-272633561927.12,181006000000.0,23418000000.0,,,204424000000.0,244782000000.0,3521000000.0,75903000000.0,188784000000.0,264687000000.0,,,,38795000000.0,1328000000.0,303000000.0,597000000.0,,,-65000000.0,,-2991000000.0,-1452000000.0,-5213000000.0,,,-199459000000.0,542466000000.0,,358820000000.0,,,,264687000000.0,188784000000.0,,,75903000000.0
29,600000.SH,20151030,20151030,20150930,2,1,,,,,425381000000.0,22819000000.0,,,,,,137473000000.0,,32392000000.0,,5645000000.0,637781000000.0,,11176000000.0,21204000000.0,168525000000.0,,,88137000000.0,,36677000000.0,343138000000.0,294643000000.0,191000000.0,1227490000000.0,54328000000.0,,,1282009000000.0,9670000000.0,1565991000000.0,,,,1575661000000.0,-293652000000.0,,,,354291000000.0,,172240000000.0,15499000000.0,,,187739000000.0,166552000000.0,2102000000.0,169645000000.0,188784000000.0,358429000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,600000.SH,20151030,20151030,20150930,2,1,,,,,425381000000.0,22819000000.0,32392000000.0,,,,,137473000000.0,,,,5645000000.0,637781000000.0,,11176000000.0,21204000000.0,168525000000.0,,,88137000000.0,,36677000000.0,343138000000.0,294643000000.0,191000000.0,1227490000000.0,54328000000.0,,,1282009000000.0,9670000000.0,1565991000000.0,,,,1575661000000.0,-293652000000.0,,,,354291000000.0,,172240000000.0,15499000000.0,,,187739000000.0,166552000000.0,2102000000.0,169645000000.0,188784000000.0,358429000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,600000.SH,20150820,20150820,20150630,2,1,24126000000.0,,,,283838000000.0,19891000000.0,96529000000.0,,,,,91563000000.0,,,,11162000000.0,505291000000.0,,7653000000.0,15510000000.0,151090000000.0,,,57789000000.0,,38232000000.0,294598000000.0,210693000000.0,87000000.0,592458000000.0,34722000000.0,,,627267000000.0,6840000000.0,873716000000.0,,,,880556000000.0,-253289000000.0,,172956000000.0,,187916000000.0,,106821000000.0,17896000000.0,,,124717000000.0,63199000000.0,-261000000.0,20342000000.0,188784000000.0,209126000000.0,,,,20292000000.0,576000000.0,145000000.0,287000000.0,,,-72000000.0,,-1435000000.0,-903000000.0,-1761000000.0,6000000.0,,-115034000000.0,316383000000.0,,210693000000.0,,,,209126000000.0,188784000000.0,,,20342000000.0
