,ts_code,name,start_date,end_date,ann_date,change_reason
0,600732.SH,ST爱旭,20191227,,20191224,改名
1,600060.SH,海信视像,20191226,,20191221,改名
2,600290.SH,ST华仪,20191226,,20191225,ST
3,000785.SZ,居然之家,20191226,,20191226,改名
4,000796.SZ,凯撒旅业,20191225,,20191225,改名
5,600423.SH,ST柳化,20191220,,20191219,摘星
6,300470.SZ,中密控股,20191217,,20191217,改名
7,000043.SZ,招商积余,20191216,,20191206,改名
8,001914.SZ,招商积余,20191216,,20191206,改名
9,002459.SZ,晶澳科技,20191213,,20191213,改名
10,600240.SH,退市华业,20191212,,20191205,终止上市
11,002323.SZ,ST百特,20191204,,20191203,摘星
12,300786.SZ,国林科技,20191127,,20191127,其他
13,000018.SZ,神城A退,20191125,,20191116,终止上市
14,603779.SH,ST威龙,20191125,,20191122,ST
15,600266.SH,城建发展,20191122,,20191119,改名
16,000403.SZ,双林生物,20191119,,20191119,改名
17,603810.SH,丰山集团,20191114,,20191113,撤销ST
18,300425.SZ,中建环能,20191107,,20191107,改名
19,600319.SH,ST亚星,20191104,,20191101,ST
20,000603.SZ,盛达资源,20191029,,20191029,改名
21,300635.SZ,中达安,20191029,,20191029,改名
22,600747.SH,退市大控,20191028,,20191019,终止上市
23,000793.SZ,华闻集团,20191025,,20191025,其他
24,300434.SZ,金石亚药,20191025,,20191025,改名
25,002143.SZ,退市印记,20191018,,20191011,终止上市
26,002143.SZ,印纪退,20191018,,20191011,终止上市
27,002435.SZ,长江健康,20191018,,20191018,改名
28,000975.SZ,银泰黄金,20191017,,20191017,改名
29,002680.SZ,长生退（退市）,20191016,,20191009,终止上市
30,002680.SZ,长生退,20191016,,20191009,终止上市
31,000048.SZ,康达尔,20191015,,20191014,撤销*ST
32,002398.SZ,垒知集团,20191015,,20191015,改名
33,000708.SZ,中信特钢,20191011,,20191011,改名
34,002716.SZ,ST金贵,20191009,,20191008,ST
35,601113.SH,ST华鼎,20191009,,20191008,ST
36,000893.SZ,东凌国际,20191008,,20190930,撤销*ST
37,300103.SZ,达刚控股,20191008,,20191001,改名
38,002423.SZ,中粮资本,20191008,,20191008,改名
39,600615.SH,丰华股份,20190930,,20190927,撤销ST
40,603300.SH,华铁应急,20190926,,20190924,改名
41,000409.SZ,ST地矿,20190926,,20190925,摘星
42,600877.SH,*ST电能,20190925,,20190920,改名
43,000930.SZ,中粮科技,20190925,,20190925,改名
44,600579.SH,克劳斯,20190919,,20190913,改名
45,002018.SZ,华信退,20190912,,20190905,终止上市
46,600575.SH,淮河能源,20190911,,20190906,改名
47,601258.SH,*ST庞大,20190909,,20190906,*ST
48,601258.SH,*ST庞大,20190906,,20190906,*ST
49,600754.SH,锦江酒店,20190905,,20190831,改名
50,600781.SH,ST辅仁,20190903,,20190831,ST
51,603220.SH,中贝通信,20190830,,20190827,改名
52,002605.SZ,姚记科技,20190828,,20190828,改名
53,002477.SZ,雏鹰退,20190827,,20190820,终止上市
54,600502.SH,安徽建工,20190826,,20190821,改名
55,000585.SZ,ST东电,20190821,,20190820,摘星
56,000410.SZ,*ST沈机,20190820,,20190819,*ST
57,002756.SZ,永兴材料,20190819,,20190819,改名
58,603536.SH,惠发食品,20190816,,20190810,其他
59,002194.SZ,武汉凡谷,20190815,,20190814,撤销*ST
60,002501.SZ,*ST利源,20190814,,20190814,ST
61,603188.SH,ST亚邦,20190813,,20190810,ST
62,600856.SH,ST中天,20190812,,20190809,ST
63,002306.SZ,ST云网,20190801,,20190731,摘星
64,002502.SZ,鼎龙文化,20190718,,20190718,改名
65,300143.SZ,盈康生命,20190717,,20190717,改名
66,603810.SH,ST丰山,20190716,20191113,20190715,ST
67,600223.SH,鲁商发展,20190712,,20190709,改名
68,000816.SZ,ST慧业,20190710,,20190709,摘星
69,000826.SZ,启迪环境,20190710,,20190710,改名
70,300343.SZ,联创股份,20190708,,20190706,改名
71,000510.SZ,新金路,20190705,,20190705,改名
72,000779.SZ,甘咨询,20190703,,20190703,改名
73,600378.SH,昊华科技,20190701,,20190626,改名
74,600690.SH,海尔智家,20190701,,20190626,改名
75,600346.SH,恒力石化,20190628,,20190625,其他
76,002189.SZ,中光学,20190628,,20190628,改名
77,603518.SH,锦泓集团,20190626,,20190621,改名
78,002015.SZ,协鑫能科,20190626,,20190626,改名
79,603518.SH,锦泓集团,20190620,,20190620,改名
80,600179.SH,ST安通,20190619,,20190618,ST
81,002282.SZ,博深股份,20190612,,20190612,改名
82,002757.SZ,南兴股份,20190612,,20190612,其他
83,300189.SZ,神农科技,20190606,,20190606,改名
84,002692.SZ,ST远程,20190604,,20190603,ST
85,002380.SZ,科远智慧,20190531,,20190531,改名
86,002536.SZ,飞龙股份,20190530,,20190530,改名
87,603996.SH,ST中新,20190529,,20190528,ST
88,002586.SZ,ST围海,20190529,,20190528,ST
89,002220.SZ,ST天宝,20190528,,20190527,ST
90,000693.SZ,华泽退,20190527,,20190518,终止上市
91,600401.SH,退市海润,20190527,,20190518,终止上市
92,002070.SZ,众和退,20190527,,20190518,终止上市
93,600112.SH,ST天成,20190524,,20190523,ST
94,600518.SH,ST康美,20190521,,20190518,ST
95,300057.SZ,万顺新材,20190520,,20190518,改名
96,002359.SZ,*ST北讯,20190510,,20190510,ST
97,600247.SH,ST成城,20190509,,20190508,摘星
98,000589.SZ,贵州轮胎,20190508,,20190508,其他
99,600778.SH,友好集团,20190507,,20190501,撤销*ST
100,600209.SH,ST罗顿,20190507,,20190501,摘星
101,000611.SZ,*ST天首,20190506,,20190430,*ST
102,000752.SZ,*ST西发,20190506,,20190430,*ST
103,000820.SZ,*ST节能,20190506,,20190430,*ST
104,600652.SH,*ST游久,20190506,,20190430,*ST
105,600687.SH,*ST刚泰,20190506,,20190430,*ST
106,002072.SZ,*ST凯瑞,20190506,,20190430,*ST
107,002089.SZ,*ST新海,20190506,,20190430,*ST
108,002210.SZ,*ST飞马,20190506,,20190430,*ST
109,002356.SZ,*ST赫美,20190506,,20190430,*ST
110,002450.SZ,*ST康得,20190506,,20190430,*ST
111,002711.SZ,*ST欧浦,20190506,,20190430,*ST
112,002766.SZ,*ST索菱,20190506,,20190430,*ST
113,000981.SZ,ST银亿,20190506,,20190430,ST
114,600462.SH,*ST九有,20190506,,20190430,*ST
115,002259.SZ,*ST升达,20190506,,20190430,*ST
116,002684.SZ,*ST猛狮,20190506,,20190430,*ST
117,600654.SH,*ST中安,20190506,,20190430,*ST
118,600891.SH,*ST秋林,20190506,,20190430,*ST
119,600595.SH,*ST中孚,20190506,,20190430,*ST
120,000760.SZ,*ST斯太,20190506,,20190430,*ST
121,002290.SZ,*ST中科,20190506,,20190430,*ST
122,000504.SZ,*ST生物,20190506,,20190430,*ST
123,600119.SH,*ST长投,20190506,,20190430,*ST
124,002333.SZ,*ST罗普,20190506,,20190430,*ST
125,002359.SZ,*ST北讯,20190506,,20190430,*ST
126,002501.SZ,*ST利源,20190506,,20190430,*ST
127,600747.SH,*ST大控,20190506,20191027,20190430,*ST
128,000018.SZ,*ST神城,20190506,20191124,20190430,*ST
129,000792.SZ,*ST盐湖,20190430,,20190427,*ST
130,000971.SZ,*ST高升,20190430,,20190427,*ST
131,002021.SZ,*ST中捷,20190430,,20190427,*ST
132,002420.SZ,*ST毅昌,20190430,,20190427,*ST
133,600721.SH,*ST百花,20190430,,20190429,*ST
134,600815.SH,*ST厦工,20190430,,20190429,*ST
135,000571.SZ,*ST大洲,20190430,,20190429,*ST
136,600485.SH,*ST信威,20190430,,20190429,*ST
137,002005.SZ,*ST德豪,20190430,,20190429,*ST
138,600726.SH,*ST华源,20190430,,20190429,*ST
139,002569.SZ,*ST步森,20190430,,20190429,*ST
140,002629.SZ,*ST仁智,20190430,,20190429,*ST
141,002929.SZ,润建股份,20190430,,20190430,改名
142,002143.SZ,*ST印纪,20190430,20191017,20190429,*ST
143,600240.SH,*ST华业,20190430,20191211,20190429,*ST
144,600186.SH,*ST莲花,20190429,,20190426,*ST
145,600234.SH,*ST山水,20190429,,20190426,*ST
146,600614.SH,*ST鹏起,20190429,,20190426,*ST
147,600396.SH,*ST金山,20190429,,20190426,*ST
148,600666.SH,*ST瑞德,20190429,,20190426,*ST
149,600421.SH,*ST仰帆,20190429,,20190426,*ST
150,002872.SZ,*ST天圣,20190429,,20190426,*ST
151,002175.SZ,*ST东网,20190429,,20190426,*ST
152,600615.SH,ST丰华,20190429,20190929,20190426,ST
153,601975.SH,招商南油,20190426,,20190423,改名
154,600385.SH,*ST金泰,20190426,,20190425,*ST
155,002499.SZ,*ST科林,20190426,,20190425,*ST
156,000720.SZ,新能泰山,20190426,,20190425,撤销*ST
157,000010.SZ,*ST美丽,20190426,,20190425,*ST
158,000422.SZ,ST宜化,20190426,,20190425,摘星
159,000707.SZ,ST双环,20190426,,20190425,摘星
160,002200.SZ,*ST云投,20190426,,20190425,*ST
161,002289.SZ,*ST宇顺,20190426,,20190425,*ST
162,002642.SZ,*ST荣联,20190426,,20190425,*ST
163,600084.SH,*ST中葡,20190426,,20190425,*ST
164,600238.SH,ST椰岛,20190426,,20190425,摘星
165,002477.SZ,*ST雏鹰,20190426,20190826,20190425,*ST
166,000572.SZ,*ST海马,20190424,,20190423,*ST
167,601798.SH,ST蓝科,20190424,,20190423,摘星
168,000670.SZ,*ST盈方,20190424,,20190423,*ST
169,600198.SH,大唐电信,20190424,,20190423,撤销*ST
170,002711.SZ,ST欧浦,20190424,20190505,20190423,ST
171,600807.SH,ST天业,20190423,,20190420,摘星
172,600397.SH,安源煤业,20190422,,20190419,撤销*ST
173,600526.SH,*ST菲达,20190422,,20190419,*ST
174,300162.SZ,雷曼光电,20190422,,20190420,其他
175,002570.SZ,贝因美,20190418,,20190417,撤销*ST
176,000737.SZ,ST南风,20190418,,20190417,摘星
177,000868.SZ,*ST安凯,20190417,,20190416,*ST
178,002336.SZ,*ST人乐,20190417,,20190416,*ST
179,002621.SZ,美吉姆,20190417,,20190417,其他
180,002282.SZ,博深股份,20190416,,20190416,改名
181,000571.SZ,ST大洲,20190416,20190429,20190415,ST
182,600673.SH,东阳光,20190415,,20190409,改名
183,000912.SZ,泸天化,20190415,,20190412,撤销*ST
184,601975.SH,招商南油,20190413,,20190413,改名
185,000820.SZ,ST节能,20190412,20190505,20190411,ST
186,600687.SH,ST刚泰,20190412,20190505,20190411,*ST
187,600749.SH,西藏旅游,20190410,,20190409,撤销*ST
188,600891.SH,ST秋林,20190410,20190505,20190409,*ST
189,000752.SZ,ST西发,20190410,20190505,20190409,ST
190,000655.SZ,金岭矿业,20190409,,20190408,撤销*ST
191,600870.SH,ST厦华,20190409,,20190405,摘星
192,600399.SH,ST抚钢,20190408,,20190404,摘星
193,600539.SH,ST狮头,20190408,,20190404,摘星
194,600896.SH,览海投资,20190408,,20190404,撤销*ST
195,002143.SZ,ST印纪,20190408,20190429,20190404,ST
196,000911.SZ,*ST南糖,20190404,,20190403,*ST
197,600202.SH,哈空调,20190402,,20190401,撤销*ST
198,600871.SH,石化油服,20190402,,20190401,撤销*ST
199,600321.SH,ST正源,20190401,,20190329,摘星
200,600698.SH,*ST天雁,20190329,,20190328,*ST
201,000806.SZ,ST银河,20190329,,20190328,*ST
202,600150.SH,中国船舶,20190329,,20190328,撤销*ST
203,601975.SH,长航油运,20190329,20190425,20190328,撤销ST
204,600193.SH,ST创兴,20190328,,20190327,摘星
205,600408.SH,ST安泰,20190328,,20190327,摘星
206,002113.SZ,ST天润,20190328,,20190327,ST
207,000971.SZ,ST高升,20190328,20190429,20190327,*ST
208,002456.SZ,欧菲光,20190327,,20190327,改名
209,000031.SZ,大悦城,20190327,,20190327,改名
210,000670.SZ,ST盈方,20190327,20190423,20190326,ST
211,603323.SH,苏农银行,20190326,,20190321,改名
212,600877.SH,*ST嘉陵,20190326,20190924,20190325,*ST
213,002190.SZ,*ST集成,20190325,,20190322,*ST
214,000897.SZ,*ST津滨,20190321,,20190320,*ST
215,002473.SZ,圣莱达,20190319,,20190318,撤销*ST
216,600882.SH,妙可蓝多,20190315,,20190312,改名
217,000953.SZ,*ST河化,20190313,,20190312,*ST
218,600580.SH,卧龙电驱,20190311,,20190306,改名
219,002755.SZ,奥赛康,20190311,,20190311,改名
220,002552.SZ,宝鼎科技,20190306,,20190305,撤销*ST
221,000533.SZ,顺钠股份,20190228,,20190228,改名
222,000019.SZ,深粮控股,20190228,,20190228,改名
223,300176.SZ,派生科技,20190225,,20190223,改名
224,002607.SZ,中公教育,20190221,,20190221,改名
225,002086.SZ,ST东海洋,20190218,,20190215,ST
226,300443.SZ,金雷股份,20190218,,20190216,改名
227,002168.SZ,惠程科技,20190213,,20190213,改名
228,300208.SZ,青岛中程,20190212,,20190212,改名
229,002496.SZ,辉丰股份,20190211,,20190201,撤销ST
230,603299.SH,苏盐井神,20190131,,20190126,改名
231,300513.SZ,恒实科技,20190131,,20190131,其他
232,300451.SZ,创业慧康,20190130,,20190130,改名
233,002450.SZ,ST康得新,20190123,20190505,20190122,ST
234,300341.SZ,麦克奥迪,20190122,,20190122,其他
235,002692.SZ,远程股份,20190121,20190603,20190121,改名
236,300247.SZ,融捷健康,20190115,,20190115,改名
237,600462.SH,ST九有,20190115,20190505,20190114,ST
238,000553.SZ,安道麦A,20190110,,20190110,改名
239,601975.SH,ST长油,20190108,20190328,20181228,ST
240,000022.SZ,招商港口,20181226,,20181221,改名
241,001872.SZ,招商港口,20181225,,20181214,改名
242,300403.SZ,汉宇集团,20181224,,20181222,改名
243,603117.SH,万林物流,20181218,,20181214,改名
244,300756.SZ,中山金马,20181217,,20181217,其他
245,002389.SZ,航天彩虹,20181213,,20181213,改名
246,000889.SZ,中嘉博创,20181211,,20181211,改名
247,603185.SH,上机数控,20181210,,20181210,其他
248,603185.SH,上机数控,20181207,,20181207,其他
249,002945.SZ,华林证券,20181207,,20181207,其他
250,002147.SZ,ST新光,20181204,,20181203,ST
251,002147.SZ,ST新光,20181203,,20181203,改名
252,603629.SH,利通电子,20181203,,20181203,其他
253,002948.SZ,青岛银行,20181130,,20181130,其他
254,000922.SZ,佳电股份,20181127,,20181126,撤销*ST
255,000403.SZ,振兴生化,20181122,20191118,20181121,撤销ST
256,000979.SZ,中弘退,20181116,,20181109,终止上市
257,000755.SZ,山西路桥,20181114,,20181113,摘星改名
258,000415.SZ,渤海租赁,20181114,,20181114,改名
259,601058.SH,赛轮轮胎,20181107,,20181101,改名
260,603188.SH,亚邦股份,20181107,20190812,20181106,撤销ST
261,603333.SH,尚纬股份,20181106,,20181101,改名
262,000697.SZ,炼石航空,20181106,,20181106,改名
263,002680.SZ,*ST长生,20181105,20191015,20181102,*ST
264,600661.SH,昂立教育,20181102,,20181030,改名
265,000972.SZ,ST中基,20181102,,20181101,摘星
266,300317.SZ,珈伟新能,20181101,,20181101,改名
267,002445.SZ,ST中南,20181031,,20181030,ST
268,002411.SZ,延安必康,20181030,,20181030,改名
269,000803.SZ,金宇车城,20181029,,20181026,撤销*ST
270,600985.SH,淮北矿业,20181018,,20181012,改名
271,002812.SZ,恩捷股份,20181018,,20181018,改名
272,000836.SZ,富通鑫茂,20181017,,20181017,改名
273,002102.SZ,ST冠福,20181016,,20181015,ST
274,000921.SZ,海信家电,20181016,,20181016,改名
275,002808.SZ,恒久科技,20181016,,20181016,改名
276,300038.SZ,数知科技,20181012,,20181012,改名
277,002247.SZ,聚力文化,20181009,,20181009,改名
278,002259.SZ,ST升达,20181009,20190505,20181008,ST
279,000155.SZ,川能动力,20181008,,20180929,改名
280,600733.SH,北汽蓝谷,20180927,,20180926,完成股改
281,000301.SZ,东方盛虹,20180927,,20180927,改名
282,000885.SZ,城发环境,20180917,,20180917,改名
283,300263.SZ,隆华科技,20180914,,20180914,改名
284,300736.SZ,百邦科技,20180913,,20180913,其他
285,300022.SZ,吉峰科技,20180913,,20180913,改名
286,002207.SZ,ST准油,20180911,,20180910,摘星
287,002172.SZ,澳洋健康,20180910,,20180908,改名
288,600733.SH,S蓝谷,20180831,20180926,20180830,其他
289,603801.SH,志邦家居,20180830,,20180824,改名
290,002529.SZ,海源复材,20180830,,20180830,改名
291,000950.SZ,重药控股,20180828,,20180820,其他
292,000629.SZ,攀钢钒钛,20180824,,20180816,其他
293,300510.SZ,金冠股份,20180816,,20180816,其他
294,603188.SH,ST亚邦,20180814,20181106,20180813,ST
295,002496.SZ,ST辉丰,20180814,20190210,20180813,ST
296,603339.SH,四方科技,20180810,,20180804,改名
297,600387.SH,海越能源,20180808,,20180804,改名
298,300028.SZ,金亚科技,20180808,,20180808,其他
299,000688.SZ,国城矿业,20180803,,20180803,改名
300,002647.SZ,仁东控股,20180803,,20180803,改名
301,300413.SZ,芒果超媒,20180802,,20180802,改名
302,300280.SZ,紫天科技,20180731,,20180731,改名
303,002680.SZ,ST长生,20180726,20181104,20180725,ST
304,603869.SH,新智认知,20180725,,20180717,改名
305,000833.SZ,粤桂股份,20180724,,20180724,改名
306,300272.SZ,开能健康,20180716,,20180714,改名
307,000404.SZ,长虹华意,20180713,,20180713,改名
308,603359.SH,东珠生态,20180713,,20180710,改名
309,600155.SH,华创阳安,20180712,,20180707,改名
310,002323.SZ,*ST百特,20180706,20191203,20180705,*ST
311,000521.SZ,长虹美菱,20180703,,20180703,改名
312,000606.SZ,顺利办,20180703,,20180703,改名
313,300559.SZ,佳发教育,20180702,,20180630,改名
314,002298.SZ,中电兴发,20180702,,20180702,其他
315,000939.SZ,*ST凯迪,20180702,,20180629,*ST
316,600610.SH,*ST毅达,20180702,,20180629,*ST
317,000048.SZ,*ST康达,20180702,20191014,20180629,*ST
318,300120.SZ,经纬辉开,20180629,,20180629,改名
319,300028.SZ,*金亚,20180627,20180807,20180627,*ST
320,002453.SZ,华软科技,20180627,,20180627,改名
321,600399.SH,*ST抚钢,20180627,20190407,20180626,*ST
322,600227.SH,圣济堂,20180625,,20180620,改名
323,000409.SZ,*ST地矿,20180625,20190925,20180622,*ST
324,002313.SZ,日海智能,20180622,,20180622,改名
325,600152.SH,维科技术,20180619,,20180613,改名
326,002387.SZ,维信诺,20180619,,20180619,改名
327,600696.SH,ST岩石,20180619,,20180612,改名
328,300149.SZ,量子生物,20180614,,20180614,其他
329,300527.SZ,中国应急,20180612,,20180612,改名
330,000809.SZ,铁岭新城,20180611,,20180608,撤销*ST
331,000953.SZ,ST河化,20180611,20190312,20180608,摘星
332,002316.SZ,亚联发展,20180608,,20180608,改名
333,603368.SH,柳药股份,20180608,,20180602,其他
334,600960.SH,渤海汽车,20180606,,20180602,改名
335,000511.SZ,烯碳退,20180605,,20180529,终止上市
336,000043.SZ,中航善达,20180601,20191215,20180601,改名
337,001914.SZ,中航善达,20180601,20191215,20180601,改名
338,600432.SH,退市吉恩,20180530,,20180523,终止上市
339,600806.SH,退市昆机,20180530,,20180523,终止上市
340,000503.SZ,国新健康,20180525,,20180525,改名
341,300282.SZ,三盛教育,20180523,,20180523,改名
342,000526.SZ,紫光学大,20180523,,20180522,撤销*ST
343,300242.SZ,佳云科技,20180522,,20180522,改名
344,000595.SZ,宝塔实业,20180518,,20180517,撤销*ST
345,600057.SH,厦门象屿,20180517,,20180512,改名
346,002798.SZ,帝欧家居,20180514,,20180514,改名
347,300176.SZ,鸿特科技,20180514,20190224,20180512,改名
348,000780.SZ,平庄能源,20180511,,20180510,撤销*ST
349,002504.SZ,弘高创意,20180511,,20180510,撤销*ST
350,601519.SH,大智慧,20180510,,20180509,撤销*ST
351,600149.SH,ST坊展,20180510,,20180509,摘星
352,600228.SH,ST昌九,20180510,,20180509,摘星
353,600654.SH,ST中安,20180510,20190505,20180509,摘星
354,600747.SH,ST大控,20180510,20190505,20180509,摘星
355,002312.SZ,三泰控股,20180509,,20180508,撤销*ST
356,600817.SH,ST宏盛,20180509,,20180508,摘星
357,600275.SH,ST昌鱼,20180509,,20180508,摘星
358,600847.SH,万里股份,20180509,,20180508,撤销*ST
359,601106.SH,中国一重,20180509,,20180508,撤销*ST
360,600815.SH,厦工股份,20180509,20190429,20180508,撤销*ST
361,002049.SZ,紫光国微,20180508,,20180508,改名
362,600751.SH,海航科技,20180508,,20180503,改名
363,600225.SH,天津松江,20180507,,20180504,撤销*ST
364,600112.SH,天成控股,20180507,20190523,20180504,撤销*ST
365,000995.SZ,*ST皇台,20180503,,20180428,*ST
366,600701.SH,*ST工新,20180503,,20180502,*ST
367,600074.SH,*ST保千,20180503,,20180502,*ST
368,002427.SZ,*ST尤夫,20180503,,20180502,*ST
369,600634.SH,*ST富控,20180503,,20180502,*ST
370,002122.SZ,*ST天马,20180503,,20180502,*ST
371,600425.SH,青松建化,20180503,,20180502,撤销*ST
372,002552.SZ,*ST宝鼎,20180503,20190305,20180502,*ST
373,600193.SH,*ST创兴,20180503,20190327,20180502,*ST
374,600896.SH,*ST海投,20180503,20190407,20180502,*ST
375,600807.SH,*ST天业,20180503,20190422,20180428,*ST
376,600247.SH,*ST成城,20180503,20190508,20180502,*ST
377,000893.SZ,*ST东凌,20180503,20191007,20180428,*ST
378,002188.SZ,*ST巴士,20180502,,20180427,*ST
379,002260.SZ,*ST德奥,20180502,,20180427,*ST
380,000560.SZ,我爱我家,20180502,,20180428,改名
381,002604.SZ,*ST龙力,20180502,,20180427,*ST
382,002263.SZ,*ST东南,20180502,,20180427,*ST
383,600636.SH,三爱富,20180502,,20180427,撤销*ST
384,600749.SH,*ST藏旅,20180502,20190409,20180427,*ST
385,000707.SZ,*ST双环,20180502,20190425,20180427,*ST
386,002018.SZ,*ST华信,20180502,20190911,20180427,*ST
387,600870.SH,*ST厦华,20180427,20190408,20180426,*ST
388,002570.SZ,*ST因美,20180427,20190417,20180426,*ST
389,600198.SH,*ST大唐,20180427,20190423,20180426,*ST
390,000816.SZ,*ST慧业,20180427,20190709,20180426,*ST
391,002194.SZ,*ST凡谷,20180427,20190814,20180426,*ST
392,600289.SH,*ST信通,20180426,,20180425,*ST
393,600238.SH,*ST椰岛,20180426,20190425,20180425,*ST
394,600778.SH,*ST友好,20180426,20190506,20180425,*ST
395,000659.SZ,珠海中富,20180425,,20180424,撤销*ST
396,600202.SH,*ST哈空,20180425,20190401,20180424,*ST
397,600539.SH,*ST狮头,20180425,20190407,20180424,*ST
398,601798.SH,*ST蓝科,20180425,20190423,20180424,*ST
399,600408.SH,*ST安泰,20180424,20190327,20180423,*ST
400,600150.SH,*ST船舶,20180424,20190328,20180423,*ST
401,000422.SZ,*ST宜化,20180424,20190425,20180421,*ST
402,600209.SH,*ST罗顿,20180424,20190506,20180423,*ST
403,000818.SZ,航锦科技,20180423,,20180421,改名
404,000720.SZ,*ST新能,20180423,20190425,20180420,*ST
405,002134.SZ,天津普林,20180419,,20180418,撤销*ST
406,300701.SZ,森霸传感,20180419,,20180419,改名
407,600397.SH,*ST安煤,20180419,20190421,20180418,*ST
408,002248.SZ,华东数控,20180416,,20180413,撤销*ST
409,002490.SZ,山东墨龙,20180416,,20180413,撤销*ST
410,000655.SZ,*ST金岭,20180413,20190408,20180412,*ST
411,600121.SH,郑州煤电,20180412,,20180411,撤销*ST
412,600767.SH,ST运盛,20180412,,20180411,摘星
413,601558.SH,ST锐电,20180412,,20180411,摘星
414,600403.SH,大有能源,20180412,,20180411,撤销*ST
415,600321.SH,*ST正源,20180412,20190331,20180411,*ST
416,002571.SZ,德力股份,20180410,,20180409,撤销*ST
417,600540.SH,新赛股份,20180409,,20180404,撤销*ST
418,600608.SH,ST沪科,20180404,,20180403,摘星
419,600860.SH,京城股份,20180404,,20180403,撤销*ST
420,600877.SH,ST嘉陵,20180403,20190325,20180402,摘星
421,000585.SZ,*ST东电,20180402,20190820,20180330,*ST
422,002400.SZ,省广集团,20180330,,20180330,其他
423,600871.SH,*ST油服,20180329,20190401,20180328,*ST
424,600710.SH,苏美达,20180328,,20180327,其他
425,300344.SZ,太空智造,20180321,,20180321,改名
426,000613.SZ,大东海A,20180315,,20180314,撤销*ST
427,000505.SZ,京粮控股,20180313,,20180313,改名
428,000932.SZ,华菱钢铁,20180309,,20180308,撤销*ST
429,601005.SH,重庆钢铁,20180309,,20180308,撤销*ST
430,002600.SZ,领益智造,20180308,,20180308,改名
431,300427.SZ,红相股份,20180308,,20180308,改名
432,000609.SZ,中迪投资,20180302,,20180302,改名
433,600844.SH,丹化科技,20180302,,20180301,撤销*ST
434,002717.SZ,岭南股份,20180301,,20180301,改名
435,000410.SZ,沈阳机床,20180301,20190819,20180228,撤销*ST
436,601360.SH,三六零,20180226,,20180202,改名
437,600733.SH,SST前锋,20180222,20180830,20180214,摘星
438,000737.SZ,*ST南风,20180214,20190417,20180213,*ST
439,002417.SZ,深南股份,20180209,,20180209,改名
440,600696.SH,ST匹凸,20180209,20180618,20180208,摘星
441,002188.SZ,ST巴士,20180208,20180501,20180207,ST
442,002427.SZ,ST尤夫,20180208,20180502,20180207,ST
443,002024.SZ,苏宁易购,20180207,,20180207,改名
444,603399.SH,吉翔股份,20180206,,20180131,改名
445,002447.SZ,晨鑫科技,20180202,,20180202,改名
446,600702.SH,舍得酒业,20180201,,20180126,改名
447,002084.SZ,海鸥住工,20180131,,20180131,改名
448,600764.SH,中国海防,20180130,,20180125,改名
449,300420.SZ,五洋停车,20180130,,20180130,改名
450,300123.SZ,亚光科技,20180125,,20180125,改名
451,002659.SZ,凯文教育,20180124,,20180124,改名
452,002082.SZ,万邦德,20180124,,20180124,改名
453,601992.SH,金隅集团,20180119,,20180116,改名
454,002604.SZ,ST龙力,20180119,20180501,20180118,ST
455,000719.SZ,中原传媒,20180115,,20180113,改名
456,600760.SH,中航沈飞,20180112,,20180105,改名
457,600421.SH,ST仰帆,20180111,20190428,20180110,ST
458,002034.SZ,旺能环境,20180105,,20180105,改名
459,600074.SH,ST保千里,20171229,20180502,20171228,ST
460,300167.SZ,迪威迅,20171228,,20171228,改名
461,600289.SH,ST信通,20171227,20180425,20171226,ST
462,002664.SZ,长鹰信质,20171226,,20171226,改名
463,002061.SZ,浙江交科,20171222,,20171222,改名
464,600061.SH,国投资本,20171222,,20171220,改名
465,000155.SZ,川化股份,20171218,20181007,20171213,其他
466,603900.SH,莱绅通灵,20171215,,20171207,改名
467,000912.SZ,*ST天化,20171215,20190414,20171214,*ST
468,300237.SZ,美晨生态,20171207,,20171207,改名
469,600545.SH,卓郎智能,20171205,,20171130,改名
470,002456.SZ,欧菲科技,20171201,20190326,20171201,改名
471,000691.SZ,亚太实业,20171129,,20171128,撤销ST
472,002464.SZ,众应互联,20171115,,20171115,改名
473,600520.SH,文一科技,20171108,,20171102,改名
474,600622.SH,光大嘉宝,20171101,,20171025,改名
475,000736.SZ,中交地产,20171027,,20171027,改名
476,000158.SZ,常山北明,20171027,,20171027,改名
477,600321.SH,正源股份,20171016,20180411,20171011,改名
478,000811.SZ,冰轮环境,20171013,,20171013,改名
479,002042.SZ,华孚时尚,20171012,,20171012,改名
480,000976.SZ,华铁股份,20171010,,20171010,改名
481,300308.SZ,中际旭创,20171009,,20170930,改名
482,600576.SH,祥源文化,20170926,,20170921,改名
483,000669.SZ,金鸿控股,20170913,,20170913,改名
484,600655.SH,豫园股份,20170913,,20170906,其他
485,300306.SZ,远方信息,20170907,,20170907,其他
486,300108.SZ,吉药控股,20170829,,20170829,改名
487,000710.SZ,贝瑞基因,20170828,,20170825,摘星改名
488,002359.SZ,北讯集团,20170828,20190505,20170828,改名
489,300079.SZ,数码科技,20170825,,20170825,改名
490,600255.SH,梦舟股份,20170825,,20170822,改名
491,000584.SZ,哈工智能,20170824,,20170824,改名
492,002123.SZ,梦网集团,20170821,,20170819,改名
493,002619.SZ,艾格拉斯,20170815,,20170815,改名
494,002220.SZ,天宝食品,20170814,20190527,20170814,改名
495,002148.SZ,北纬科技,20170810,,20170810,其他
496,600745.SH,闻泰科技,20170809,,20170804,改名
