,ts_code,name,start_date,end_date,ann_date,change_reason
1700,600681.SH,NST万鸿,20110908,20110908,20110901,其他
1701,600988.SH,ST宝龙,20110906,20130206,20110905,摘星
1702,600608.SH,ST沪科,20110906,20130207,20110905,摘星
1703,000677.SZ,ST海龙,20110905,20120422,20110902,ST
1704,600891.SH,秋林集团,20110901,20190409,20110831,撤销ST
1705,600057.SH,象屿股份,20110830,20180516,20110823,恢复上市加N
1706,600057.SH,N象屿,20110829,20110829,20110823,其他
1707,000981.SZ,ST兰光,20110826,20120408,20110819,其他
1708,600699.SH,ST得亨,20110825,20120229,20110824,摘星
1709,600562.SH,ST高陶,20110825,20120823,20110824,摘星
1710,000656.SZ,金科股份,20110823,,20110822,其他
1711,600757.SH,ST源发,20110822,20120325,20110819,摘星
1712,600538.SH,ST国发,20110822,20120823,20110819,摘星
1713,000732.SZ,泰禾集团,20110819,,20110819,改名
1714,600727.SH,ST鲁北,20110819,20120626,20110812,恢复上市加N
1715,000587.SZ,*ST光明,20110818,20111027,20110816,完成股改
1716,600727.SH,NST鲁北,20110818,20110818,20110812,其他
1717,000979.SZ,中弘股份,20110817,20181115,20110817,其他
1718,002401.SZ,中海科技,20110816,20170504,20110816,改名
1719,000035.SZ,ST科健,20110811,20111011,20110810,摘星
1720,000750.SZ,国海证券,20110809,,20110806,其他
1721,600490.SH,ST合臣,20110808,20120903,20110805,摘星
1722,600728.SH,新太科技,20110808,20120329,20110805,撤销ST
1723,000760.SZ,博盈投资,20110805,20140604,20110804,撤销*ST
1724,600091.SH,ST明科,20110804,20150503,20110803,摘星
1725,000502.SZ,绿景控股,20110803,,20110803,改名
1726,600898.SH,ST三联,20110726,20111113,20110718,恢复上市加N
1727,600898.SH,NST三联,20110725,20110725,20110718,其他
1728,600723.SH,首商股份,20110725,,20110721,改名
1729,600217.SH,ST秦岭,20110722,20120823,20110721,摘星
1730,000586.SZ,汇源通信,20110721,,20110720,撤销ST
1731,600145.SH,*ST国创,20110720,20111027,20110715,改名
1732,600348.SH,阳泉煤业,20110712,,20110708,改名
1733,000620.SZ,新华联,20110708,,20110701,其他
1734,600299.SH,ST新材,20110708,20120829,20110707,摘星
1735,600702.SH,沱牌舍得,20110708,20180131,20110702,改名
1736,600711.SH,盛屯矿业,20110706,,20110702,改名
1737,600080.SH,ST金花,20110706,20120611,20110705,摘星
1738,600444.SH,ST国通,20110705,20120902,20110705,摘星
1739,600539.SH,ST狮头,20110630,20140707,20110629,ST
1740,000719.SZ,*ST鑫安,20110627,20111201,20110623,完成股改
1741,600609.SH,ST金杯,20110624,20120821,20110623,摘星
1742,600769.SH,ST祥龙,20110624,20130502,20110623,摘星
1743,600355.SH,ST精伦,20110624,20120822,20110623,摘星
1744,000673.SZ,ST当代,20110622,20130519,20110621,摘星
1745,000040.SZ,宝安地产,20110620,20160714,20110620,改名
1746,000516.SZ,开元投资,20110615,20150112,20110615,改名
1747,600963.SH,岳阳林纸,20110615,,20110610,改名
1748,600520.SH,中发科技,20110610,20160417,20110608,改名
1749,600193.SH,创兴资源,20110608,20180502,20110603,改名
1750,000703.SZ,恒逸石化,20110608,,20110607,其他
1751,000004.SZ,国农科技,20110608,,20110607,撤销ST
1752,002072.SZ,ST德棉,20110603,20130522,20110602,摘星
1753,600372.SH,中航电子,20110603,,20110602,其他
1754,600721.SH,百花村,20110603,20160307,20110602,撤销ST
1755,000620.SZ,*ST圣方,20110602,20110707,20110531,完成股改
1756,000908.SZ,ST天一,20110601,20130501,20110531,摘星
1757,000981.SZ,*ST兰光,20110530,20110825,20110526,完成股改
1758,000732.SZ,福建三农,20110530,20110818,20110527,撤销ST
1759,600860.SH,ST北人,20110527,20120822,20110526,摘星
1760,000408.SZ,ST金谷源,20110526,20121127,20110525,摘星
1761,600179.SH,ST黑化,20110524,20120826,20110523,摘星
1762,000759.SZ,中百集团,20110523,,20110523,改名
1763,000958.SZ,ST东热,20110523,20130425,20110520,摘星
1764,000953.SZ,ST河化,20110520,20130425,20110519,摘星
1765,000504.SZ,ST传媒,20110517,20131028,20110516,摘星
1766,000922.SZ,ST阿继,20110516,20120920,20110513,摘星
1767,000572.SZ,海马汽车,20110512,20190423,20110512,改名
1768,000792.SZ,盐湖股份,20110512,20190429,20110512,改名
1769,000930.SZ,中粮生化,20110511,20190924,20110511,改名
1770,600722.SH,ST金化,20110506,20130130,20110505,摘星
1771,600515.SH,ST筑信,20110506,20111215,20110505,摘星
1772,600077.SH,ST百科,20110506,20111031,20110505,摘星
1773,600671.SH,*ST天目,20110504,20120610,20110503,*ST
1774,600766.SH,ST园城,20110504,20120501,20110503,ST
1775,002200.SZ,*ST大地,20110504,20140304,20110503,*ST
1776,600704.SH,物产中大,20110503,,20110426,其他
1777,000409.SZ,*ST泰复,20110503,20120522,20110429,*ST
1778,600740.SH,山西焦化,20110503,,20110429,撤销*ST
1779,600714.SH,金瑞矿业,20110429,,20110428,撤销ST
1780,600715.SH,*ST松辽,20110429,20120527,20110428,*ST
1781,002113.SZ,*ST天润,20110428,20120521,20110427,*ST
1782,000545.SZ,*ST吉药,20110428,20130725,20110427,*ST
1783,600960.SH,渤海活塞,20110427,20180605,20110421,其他
1784,600281.SH,*ST太化,20110427,20120527,20110426,*ST
1785,600074.SH,*ST中达,20110426,20120611,20110425,*ST
1786,600228.SH,*ST昌九,20110426,20120610,20110425,*ST
1787,600327.SH,大东方,20110426,,20110421,改名
1788,000737.SZ,*ST南风,20110425,20120521,20110422,*ST
1789,000595.SZ,*ST西轴,20110420,20130402,20110419,*ST
1790,000703.SZ,ST光华,20110419,20110607,20110418,摘星
1791,001896.SZ,豫能控股,20110419,,20110418,撤销*ST
1792,000607.SZ,*ST华控,20110419,20120626,20110418,*ST
1793,600876.SH,洛阳玻璃,20110419,,20110418,撤销ST
1794,600131.SH,岷江水电,20110414,,20110413,撤销*ST
1795,600373.SH,中文传媒,20110414,,20110413,撤销*ST
1796,000430.SZ,ST张家界,20110413,20120424,20110412,摘星
1797,000973.SZ,佛塑科技,20110413,,20110413,改名
1798,000902.SZ,中国服装,20110412,20140326,20110411,撤销*ST
1799,000415.SZ,ST汇通,20110408,20111025,20110407,摘星
1800,002075.SZ,沙钢股份,20110408,,20110330,撤销*ST
1801,600242.SH,中昌海运,20110407,20150503,20110406,撤销ST
1802,000736.SZ,重庆实业,20110407,20121219,20110406,撤销ST
1803,600698.SH,*ST轻骑,20110406,20130704,20110401,*ST
1804,000034.SZ,深信泰丰,20110401,20160424,20110331,撤销ST
1805,000673.SZ,*ST当代,20110401,20110621,20110401,改名
1806,000976.SZ,春晖股份,20110329,20150310,20110328,撤销*ST
1807,600792.SH,*ST马龙,20110329,20111031,20110328,*ST
1808,000629.SZ,攀钢钒钛,20110328,20160502,20110325,撤销*ST
1809,600783.SH,鲁信创投,20110321,,20110316,改名
1810,600604.SH,*ST二纺,20110315,20120904,20110314,*ST
1811,600873.SH,梅花集团,20110311,20140408,20110308,改名
1812,600711.SH,雄震矿业,20110304,20110705,20110303,撤销ST
1813,600083.SH,*ST博信,20110302,20120425,20110301,*ST
1814,600891.SH,ST秋林,20110301,20110831,20110222,完成股改
1815,000892.SZ,*ST星美,20110228,20130327,20110225,*ST
1816,600892.SH,*ST宝诚,20110228,20120425,20110225,*ST
1817,600403.SH,大有能源,20110224,20170326,20110216,改名
1818,600335.SH,*ST盛工,20110223,20120426,20110222,*ST
1819,000639.SZ,西王食品,20110223,,20110223,改名
1820,000602.SZ,*ST金马,20110218,20120415,20110217,*ST
1821,600365.SH,*ST通葡,20110216,20120815,20110215,*ST
1822,600678.SH,*ST金顶,20110201,20130203,20110131,*ST
1823,000536.SZ,华映科技,20110201,,20110201,改名
1824,600203.SH,*ST福日,20110127,20120425,20110126,*ST
1825,600760.SH,中航黑豹,20110124,20130401,20110120,改名
1826,000408.SZ,*ST金谷,20110118,20110525,20110118,改名
1827,600261.SH,阳光照明,20110111,,20110106,改名
1828,000883.SZ,湖北能源,20101223,,20101223,改名
1829,600184.SH,光电股份,20101213,,20101208,改名
1830,000561.SZ,烽火电子,20101208,,20101207,撤销*ST
1831,000801.SZ,四川九洲,20101130,,20101130,改名
1832,600824.SH,益民集团,20101126,,20101123,改名
1833,600506.SH,ST香梨,20101111,20120823,20101110,摘星
1834,000935.SZ,四川双马,20101101,,20101029,撤销ST
1835,600157.SH,永泰能源,20101029,,20101026,改名
1836,002113.SZ,ST天润,20101020,20110427,20101019,ST
1837,000738.SZ,中航动控,20101015,20170419,20101014,其他
1838,000607.SZ,华智控股,20101014,20110418,20101014,改名
1839,000818.SZ,*ST化工,20101013,20110929,20101013,改名
1840,000732.SZ,ST三农,20100930,20110529,20100921,其他
1841,002433.SZ,太安堂,20100930,,20100930,改名
1842,000557.SZ,*ST广夏,20100930,20160505,20100929,*ST
1843,000519.SZ,江南红箭,20100929,20170109,20100929,改名
1844,000796.SZ,易食股份,20100927,20151011,20100927,改名
1845,600372.SH,ST昌河,20100921,20110602,20100913,恢复上市加N
1846,600372.SH,NST昌河,20100920,20100920,20100913,其他
1847,002059.SZ,云南旅游,20100916,,20100916,改名
1848,000507.SZ,珠海港,20100916,,20100916,改名
1849,000034.SZ,ST深泰,20100914,20110331,20100913,摘星
1850,600728.SH,ST新太,20100913,20110807,20100910,摘星
1851,600187.SH,国中水务,20100826,,20100825,撤销ST
1852,002144.SZ,宏达高科,20100811,,20100811,改名
1853,000750.SZ,SST集琦,20100806,20110808,20100805,摘星
1854,600890.SH,ST中房,20100719,20120823,20100716,摘星
1855,000598.SZ,兴蓉投资,20100714,20150629,20100714,改名
1856,600892.SH,ST宝诚,20100709,20110227,20100706,改名
1857,600701.SH,工大高新,20100701,20160424,20100630,撤销*ST
1858,600340.SH,ST国祥,20100701,20111101,20100630,摘星
1859,600130.SH,ST波导,20100630,20120716,20100629,摘星
1860,600481.SH,双良节能,20100629,,20100623,改名
