,ts_code,symbol,name,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
2742,600679.SH,600679,上海凤凰,上海,文教休闲,上海凤凰企业(集团)股份有限公司,"Shanghai Phoenix Enterprise (Group) Co., Ltd.",主板,SSE,CNY,L,19931008,,N
2743,600681.SH,600681,百川能源,湖北,供气供热,百川能源股份有限公司,"Bestsun Energy Co., Ltd.",主板,SSE,CNY,L,19931018,,H
2744,600682.SH,600682,南京新百,江苏,百货,南京新街口百货商店股份有限公司,"Nanjing Xinjiekou Department Store Co.,Ltd",主板,SSE,CNY,L,19931018,,H
2745,600683.SH,600683,京投发展,浙江,区域地产,京投发展股份有限公司,Metro Land Corporation Ltd.,主板,SSE,CNY,L,19931025,,N
2746,600684.SH,600684,珠江实业,广东,全国地产,广州珠江实业开发股份有限公司,"Guangzhou Pearl River Industrial Development Co.,Ltd",主板,SSE,CNY,L,19931028,,N
2747,600685.SH,600685,中船防务,广东,船舶,中船海洋与防务装备股份有限公司,CSSC Offshore & Marine Engineering (Group) Company Limited,主板,SSE,CNY,L,19931028,,H
2748,600686.SH,600686,金龙汽车,福建,汽车整车,厦门金龙汽车集团股份有限公司,"Xiamen King Long Motor Group Co.,Ltd.",主板,SSE,CNY,L,19931108,,N
2749,600687.SH,600687,*ST刚泰,甘肃,黄金,甘肃刚泰控股(集团)股份有限公司,"Gansu Gangtai Holding(Group) Co.,Ltd",主板,SSE,CNY,L,19931108,,N
2750,600688.SH,600688,上海石化,上海,石油加工,中国石化上海石油化工股份有限公司,Sinopec Shanghai Petrochemical Company Limited,主板,SSE,CNY,L,19931108,,H
2751,600689.SH,600689,上海三毛,上海,纺织,上海三毛企业(集团)股份有限公司,"Shanghai Sanmao Enterprise(Group) Co., Ltd.",主板,SSE,CNY,L,19931108,,N
2752,600690.SH,600690,海尔智家,山东,家用电器,海尔智家股份有限公司,"Haier Smart Home Co., Ltd.",主板,SSE,CNY,L,19931119,,H
2753,600691.SH,600691,阳煤化工,山西,农药化肥,阳煤化工股份有限公司,"Yangmei Chemical Co.,Ltd",主板,SSE,CNY,L,19931119,,N
2754,600692.SH,600692,亚通股份,上海,房产服务,上海亚通股份有限公司,"Shanghai Ya Tong Co.,Ltd.",主板,SSE,CNY,L,19931119,,N
2755,600693.SH,600693,东百集团,福建,百货,福建东百集团股份有限公司,"Fujian Dongbai (Group)Co.,Ltd.",主板,SSE,CNY,L,19931122,,H
2756,600694.SH,600694,大商股份,辽宁,百货,大商股份有限公司,"Dashang Co.,Ltd.",主板,SSE,CNY,L,19931122,,H
2757,600695.SH,600695,绿庭投资,上海,多元金融,上海绿庭投资控股集团股份有限公司,"Shanghai Greencourt Investment Group Co., Ltd.",主板,SSE,CNY,L,19931122,,N
2758,600696.SH,600696,ST岩石,上海,区域地产,上海贵酒股份有限公司,"Shanghai Guijiu Co., Ltd",主板,SSE,CNY,L,19931206,,N
2759,600697.SH,600697,欧亚集团,吉林,百货,长春欧亚集团股份有限公司,"Chang Chun Eurasia Group Co.,Ltd",主板,SSE,CNY,L,19931206,,N
2760,600698.SH,600698,*ST天雁,湖南,汽车配件,湖南天雁机械股份有限公司,"Hunan Tyen Machinery Co., Ltd",主板,SSE,CNY,L,19931206,,N
2761,600699.SH,600699,均胜电子,浙江,汽车配件,宁波均胜电子股份有限公司,Ningbo Joyson Electronic Corp.,主板,SSE,CNY,L,19931206,,H
2762,600701.SH,600701,*ST工新,黑龙江,综合类,哈尔滨工大高新技术产业开发股份有限公司,"Harbin Gong Da High-Tech Enterprise Development Co.,Ltd",主板,SSE,CNY,L,19960528,,N
2763,600702.SH,600702,舍得酒业,四川,白酒,舍得酒业股份有限公司,"Shede Spirits Co., Ltd.",主板,SSE,CNY,L,19960524,,H
2764,600703.SH,600703,三安光电,湖北,半导体,三安光电股份有限公司,"Sanan Optoelectronics Co.,Ltd",主板,SSE,CNY,L,19960528,,H
2765,600704.SH,600704,物产中大,浙江,商贸代理,物产中大集团股份有限公司,"Wuchan Zhongda Group Co.,Ltd.",主板,SSE,CNY,L,19960606,,H
2766,600705.SH,600705,中航资本,黑龙江,多元金融,中航资本控股股份有限公司,"AVIC Capital Co.,Ltd",主板,SSE,CNY,L,19960516,,H
2767,600706.SH,600706,曲江文旅,陕西,旅游服务,西安曲江文化旅游股份有限公司,"Xi'An Qujiang Cultural Tourism Co.,Ltd",主板,SSE,CNY,L,19960516,,N
2768,600707.SH,600707,彩虹股份,陕西,元器件,彩虹显示器件股份有限公司,"Caihong Display Devices Co.,Ltd",主板,SSE,CNY,L,19960520,,N
2769,600708.SH,600708,光明地产,上海,全国地产,光明房地产集团股份有限公司,"Bright Real Estate Group Co.,Limited",主板,SSE,CNY,L,19960606,,H
2770,600710.SH,600710,苏美达,江苏,工程机械,苏美达股份有限公司,Sumec Corporation Limited,主板,SSE,CNY,L,19960701,,N
2771,600711.SH,600711,盛屯矿业,福建,小金属,盛屯矿业集团股份有限公司,"Chengtun Mining Group Co., Ltd",主板,SSE,CNY,L,19960531,,H
2772,600712.SH,600712,南宁百货,广西,百货,南宁百货大楼股份有限公司,"Nanning Department Store Co.,Ltd.",主板,SSE,CNY,L,19960626,,N
2773,600713.SH,600713,南京医药,江苏,医药商业,南京医药股份有限公司,Nanjing Pharmaceutical Company Limited,主板,SSE,CNY,L,19960701,,N
2774,600714.SH,600714,金瑞矿业,青海,化工原料,青海金瑞矿业发展股份有限公司,"Qinghai Jinrui Mineral Development Co.,Ltd",主板,SSE,CNY,L,19960606,,N
2775,600715.SH,600715,文投控股,辽宁,影视音像,文投控股股份有限公司,"Cultural Investment Holdings Co.,Ltd",主板,SSE,CNY,L,19960701,,N
2776,600716.SH,600716,凤凰股份,江苏,区域地产,江苏凤凰置业投资股份有限公司,Jiangsu Phoenix Property Investment Company Limited,主板,SSE,CNY,L,19960702,,N
2777,600717.SH,600717,天津港,天津,港口,天津港股份有限公司,"Tianjin Port Co.,Ltd",主板,SSE,CNY,L,19960614,,N
2778,600718.SH,600718,东软集团,辽宁,软件服务,东软集团股份有限公司,Neusoft Corporation,主板,SSE,CNY,L,19960618,,N
2779,600719.SH,600719,大连热电,辽宁,供气供热,大连热电股份有限公司,"Dalian Thermal Power Co.,Ltd.",主板,SSE,CNY,L,19960716,,N
2780,600720.SH,600720,祁连山,甘肃,水泥,甘肃祁连山水泥集团股份有限公司,"Gansu Qilianshan Cement Group Co.,Ltd.",主板,SSE,CNY,L,19960716,,H
2781,600721.SH,600721,*ST百花,新疆,生物制药,新疆百花村股份有限公司,"Xinjiang Baihuacun Co.,Ltd",主板,SSE,CNY,L,19960626,,N
2782,600722.SH,600722,金牛化工,河北,化工原料,河北金牛化工股份有限公司,"Hebei Jinniu Chemical Industry Co.,Ltd",主板,SSE,CNY,L,19960626,,N
2783,600723.SH,600723,首商股份,北京,百货,北京首商集团股份有限公司,"Beijing Capital Retailing Group Co., Ltd.",主板,SSE,CNY,L,19960716,,N
2784,600724.SH,600724,宁波富达,浙江,区域地产,宁波富达股份有限公司,Ningbo Fuda Company Limited,主板,SSE,CNY,L,19960716,,N
2785,600725.SH,600725,ST云维,云南,焦炭加工,云南云维股份有限公司,Yunnan Yunwei Company Limited,主板,SSE,CNY,L,19960702,,N
2786,600726.SH,600726,*ST华源,黑龙江,火力发电,华电能源股份有限公司,Huadian Energy Company Limited,主板,SSE,CNY,L,19960701,,N
2787,600727.SH,600727,鲁北化工,山东,农药化肥,山东鲁北化工股份有限公司,"Shandong Lubei Chemcal Co.,Ltd",主板,SSE,CNY,L,19960702,,N
2788,600728.SH,600728,佳都科技,广东,软件服务,佳都新太科技股份有限公司,"Pci-Suntek Technology Co., Ltd.",主板,SSE,CNY,L,19960716,,H
2789,600729.SH,600729,重庆百货,重庆,百货,重庆百货大楼股份有限公司,"Chongqing Department Store Co.,Ltd.",主板,SSE,CNY,L,19960702,,H
2790,600730.SH,600730,中国高科,北京,综合类,中国高科集团股份有限公司,"China Hi-Tech Group Co.,Ltd",主板,SSE,CNY,L,19960726,,N
2791,600731.SH,600731,湖南海利,湖南,农药化肥,湖南海利化工股份有限公司,"Hunan Haili Chemical Industry Co.,Ltd",主板,SSE,CNY,L,19960802,,N
2792,600732.SH,600732,ST新梅,上海,区域地产,上海爱旭新能源股份有限公司,"Shanghai Aiko Solar Energy Co., Ltd.",主板,SSE,CNY,L,19960816,,N
2793,600733.SH,600733,北汽蓝谷,北京,汽车整车,北汽蓝谷新能源科技股份有限公司,"BAIC BluePark New Energy Technology Co.,Ltd.",主板,SSE,CNY,L,19960816,,H
2794,600734.SH,600734,实达集团,福建,IT设备,福建实达集团股份有限公司,"Fujian Start Group Co.,Ltd",主板,SSE,CNY,L,19960808,,N
2795,600735.SH,600735,新华锦,山东,商贸代理,山东新华锦国际股份有限公司,"Shandong Hiking International Co.,Ltd",主板,SSE,CNY,L,19960726,,N
2796,600736.SH,600736,苏州高新,江苏,园区开发,苏州新区高新技术产业股份有限公司,"Suzhou New District Hi-Tech Industrial Co.,Ltd",主板,SSE,CNY,L,19960815,,H
2797,600737.SH,600737,中粮糖业,新疆,食品,中粮屯河糖业股份有限公司,"Cofco Tunhe Sugar Co.,Ltd",主板,SSE,CNY,L,19960731,,N
2798,600738.SH,600738,兰州民百,甘肃,百货,兰州民百(集团)股份有限公司,"Lanzhou Minbai Shareholding(Group) Co.,Ltd",主板,SSE,CNY,L,19960802,,H
2799,600739.SH,600739,辽宁成大,辽宁,商贸代理,辽宁成大股份有限公司,"Liaoning Cheng Da Co.,Ltd.",主板,SSE,CNY,L,19960819,,H
2800,600740.SH,600740,山西焦化,山西,焦炭加工,山西焦化股份有限公司,"ShanXi Coking Co.,Ltd",主板,SSE,CNY,L,19960808,,H
2801,600741.SH,600741,华域汽车,上海,汽车配件,华域汽车系统股份有限公司,HUAYU Automotive Systems Company Limited,主板,SSE,CNY,L,19960826,,H
2802,600742.SH,600742,一汽富维,吉林,汽车配件,长春一汽富维汽车零部件股份有限公司,"Changchun FAWAY Automobile Components Co., Ltd",主板,SSE,CNY,L,19960826,,H
2803,600743.SH,600743,华远地产,北京,区域地产,华远地产股份有限公司,"Hua Yuan Property Co.,Ltd.",主板,SSE,CNY,L,19960909,,N
2804,600744.SH,600744,华银电力,湖南,火力发电,大唐华银电力股份有限公司,"Datang Huayin Electric Power Co.,Ltd",主板,SSE,CNY,L,19960905,,N
2805,600745.SH,600745,闻泰科技,湖北,通信设备,闻泰科技股份有限公司,"Wingtech Technology Co.,Ltd",主板,SSE,CNY,L,19960828,,H
2806,600746.SH,600746,江苏索普,江苏,化工原料,江苏索普化工股份有限公司,"Jiangsu SOPO Chemical Co.,Ltd.",主板,SSE,CNY,L,19960918,,N
2807,600748.SH,600748,上实发展,上海,全国地产,上海实业发展股份有限公司,"Shanghai Industrial Development Co.,Ltd",主板,SSE,CNY,L,19960925,,H
2808,600749.SH,600749,西藏旅游,西藏,旅游景点,西藏旅游股份有限公司,"Tibet Tourism Co.,Ltd.",主板,SSE,CNY,L,19961015,,N
2809,600750.SH,600750,江中药业,江西,中成药,江中药业股份有限公司,"Jiangzhong Pharmaceutical Co.,Ltd",主板,SSE,CNY,L,19960923,,H
2810,600751.SH,600751,海航科技,天津,水运,海航科技股份有限公司,"HNA Technology Co.,Ltd.",主板,SSE,CNY,L,19960909,,N
2811,600753.SH,600753,东方银星,福建,批发业,福建东方银星投资股份有限公司,FUJIAN ORIENTAL SILVER STAR INVESTMENT CO.LTD,主板,SSE,CNY,L,19960927,,N
2812,600754.SH,600754,锦江酒店,上海,酒店餐饮,上海锦江国际酒店股份有限公司,"Shanghai Jin Jiang International Hotels Co.,Ltd.",主板,SSE,CNY,L,19961011,,H
2813,600755.SH,600755,厦门国贸,福建,商贸代理,厦门国贸集团股份有限公司,"Xiamen ITG Group Corp.,Ltd",主板,SSE,CNY,L,19961003,,H
2814,600756.SH,600756,浪潮软件,山东,软件服务,浪潮软件股份有限公司,"Inspur Software Co.,Ltd.",主板,SSE,CNY,L,19960923,,H
2815,600757.SH,600757,长江传媒,湖北,出版业,长江出版传媒股份有限公司,"Changjiang Publishing & Media Co.,Ltd",主板,SSE,CNY,L,19961003,,N
2816,600758.SH,600758,红阳能源,辽宁,煤炭开采,辽宁红阳能源投资股份有限公司,"Liaoning Hongyang Energy Resource Invest Co.,Ltd",主板,SSE,CNY,L,19961029,,N
2817,600759.SH,600759,洲际油气,海南,石油开采,洲际油气股份有限公司,Geo-Jade Petroleum Corporation,主板,SSE,CNY,L,19961008,,N
2818,600760.SH,600760,中航沈飞,山东,航空,中航沈飞股份有限公司,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,主板,SSE,CNY,L,19961011,,H
2819,600761.SH,600761,安徽合力,安徽,工程机械,安徽合力股份有限公司,"Anhui Heli Co., Ltd.",主板,SSE,CNY,L,19961009,,N
2820,600763.SH,600763,通策医疗,浙江,医疗保健,通策医疗股份有限公司,TOPCHOICE MEDICAL CORPORATION,主板,SSE,CNY,L,19961030,,H
2821,600764.SH,600764,中国海防,北京,通信设备,中国船舶重工集团海洋防务与信息对抗股份有限公司,China Marine Information Electronics Company Limited,主板,SSE,CNY,L,19961104,,N
2822,600765.SH,600765,中航重机,贵州,机械基件,中航重机股份有限公司,"Avic Heavy Machinery Co.,Ltd.",主板,SSE,CNY,L,19961106,,H
2823,600766.SH,600766,园城黄金,山东,黄金,烟台园城黄金股份有限公司,"Yantai Yuancheng Gold Co.,Ltd",主板,SSE,CNY,L,19961028,,N
2824,600767.SH,600767,ST运盛,上海,医疗保健,运盛(上海)医疗科技股份有限公司,"Winsan(Shanghai) Medical Science and Technology Co.,Ltd.",主板,SSE,CNY,L,19961115,,N
2825,600768.SH,600768,宁波富邦,浙江,铝,宁波富邦精业集团股份有限公司,"Ningbo Fubang Jingye Group Co.,Ltd",主板,SSE,CNY,L,19961111,,N
2826,600769.SH,600769,祥龙电业,湖北,建筑工程,武汉祥龙电业股份有限公司,"Wuhan Xianglong Power Industry Co.,Ltd",主板,SSE,CNY,L,19961101,,N
2827,600770.SH,600770,综艺股份,江苏,综合类,江苏综艺股份有限公司,"Jiangsu Zongyi Co.,Ltd.",主板,SSE,CNY,L,19961120,,N
2828,600771.SH,600771,广誉远,青海,中成药,广誉远中药股份有限公司,"Guangyuyuan Chinese Herbal Medicine Co.,Ltd.",主板,SSE,CNY,L,19961105,,H
2829,600773.SH,600773,西藏城投,西藏,区域地产,西藏城市发展投资股份有限公司,"Tibet Urban Development and Investment Co.,Ltd",主板,SSE,CNY,L,19961108,,N
2830,600774.SH,600774,汉商集团,湖北,百货,武汉市汉商集团股份有限公司,"Wuhan Hanshang Group Co.,Ltd.",主板,SSE,CNY,L,19961108,,N
2831,600775.SH,600775,南京熊猫,江苏,通信设备,南京熊猫电子股份有限公司,Nanjing Panda Electronics Company Limited,主板,SSE,CNY,L,19961118,,H
2832,600776.SH,600776,东方通信,浙江,通信设备,东方通信股份有限公司,"Eastern Communications Co.,Ltd.",主板,SSE,CNY,L,19961126,,N
2833,600777.SH,600777,新潮能源,山东,石油开采,山东新潮能源股份有限公司,Shandong Xinchao Energy Corporation Limited,主板,SSE,CNY,L,19961121,,H
2834,600778.SH,600778,友好集团,新疆,百货,新疆友好(集团)股份有限公司,"Xinjiang Youhao(Group)Co.,Ltd",主板,SSE,CNY,L,19961203,,N
2835,600779.SH,600779,水井坊,四川,白酒,四川水井坊股份有限公司,"Sichuan Swellfun Co., Ltd.",主板,SSE,CNY,L,19961206,,H
2836,600780.SH,600780,通宝能源,山西,火力发电,山西通宝能源股份有限公司,Top Energy Company Ltd.Shanxi,主板,SSE,CNY,L,19961205,,N
2837,600781.SH,600781,ST辅仁,河南,中成药,辅仁药业集团制药股份有限公司,FUREN PHARMACEUTICAL GROUP INDUSTRIAL CO. LTD.,主板,SSE,CNY,L,19961218,,N
2838,600782.SH,600782,新钢股份,江西,普钢,新余钢铁股份有限公司,"Xinyu Iron & Steel Co.,Ltd",主板,SSE,CNY,L,19961225,,H
2839,600783.SH,600783,鲁信创投,山东,多元金融,鲁信创业投资集团股份有限公司,"Luxin Venture Capital Group Co.,Ltd.",主板,SSE,CNY,L,19961225,,N
2840,600784.SH,600784,鲁银投资,山东,普钢,鲁银投资集团股份有限公司,"Luyin Investment Group Co.,Ltd.",主板,SSE,CNY,L,19961225,,N
2841,600785.SH,600785,新华百货,宁夏,百货,银川新华百货商业集团股份有限公司,"Yinchuan Xinhua Commercial (Group) Co.,Ltd.",主板,SSE,CNY,L,19970108,,N
2842,600787.SH,600787,中储股份,天津,仓储物流,中储发展股份有限公司,"CMST Development Co.,Ltd.",主板,SSE,CNY,L,19970121,,H
2843,600789.SH,600789,鲁抗医药,山东,化学制药,山东鲁抗医药股份有限公司,"Shandong Lukang Pharmaceutical Co.,Ltd.",主板,SSE,CNY,L,19970226,,N
2844,600790.SH,600790,轻纺城,浙江,商品城,浙江中国轻纺城集团股份有限公司,"Zhejiang China Light&Textile Industrial City Group Co.,Ltd",主板,SSE,CNY,L,19970228,,N
2845,600791.SH,600791,京能置业,北京,全国地产,京能置业股份有限公司,"Beh-Property Co.,Ltd",主板,SSE,CNY,L,19970130,,N
2846,600792.SH,600792,云煤能源,云南,焦炭加工,云南煤业能源股份有限公司,"Yunnan Coal & Energy Co.,Ltd.",主板,SSE,CNY,L,19970123,,N
2847,600793.SH,600793,宜宾纸业,四川,造纸,宜宾纸业股份有限公司,"Yibin Paper Industry Co.,Ltd",主板,SSE,CNY,L,19970220,,N
2848,600794.SH,600794,保税科技,江苏,仓储物流,张家港保税科技(集团)股份有限公司,"Zhangjiagang Freetrade Science & Technology Group Co., Ltd.",主板,SSE,CNY,L,19970306,,N
2849,600795.SH,600795,国电电力,辽宁,火力发电,国电电力发展股份有限公司,"GD Power Development Co.,Ltd.",主板,SSE,CNY,L,19970318,,H
2850,600796.SH,600796,钱江生化,浙江,农药化肥,浙江钱江生物化学股份有限公司,"Zhejiang Qianjiang Biochemical Co.,Ltd",主板,SSE,CNY,L,19970408,,N
2851,600797.SH,600797,浙大网新,浙江,软件服务,浙大网新科技股份有限公司,"Insigma Technology Co.,Ltd",主板,SSE,CNY,L,19970418,,N
2852,600798.SH,600798,宁波海运,浙江,水运,宁波海运股份有限公司,Ningbo Marine Company Limited,主板,SSE,CNY,L,19970423,,N
2853,600800.SH,600800,天津磁卡,天津,综合类,天津环球磁卡股份有限公司,"Tianjin Global Magnetic Card Co.,Ltd.",主板,SSE,CNY,L,19931206,,N
2854,600801.SH,600801,华新水泥,湖北,水泥,华新水泥股份有限公司,"Huaxin Cement Co.,Ltd.",主板,SSE,CNY,L,19940103,,H
2855,600802.SH,600802,福建水泥,福建,水泥,福建水泥股份有限公司,Fujian Cement Inc.,主板,SSE,CNY,L,19940103,,N
2856,600803.SH,600803,新奥股份,河北,农药化肥,新奥生态控股股份有限公司,"ENN Ecological Holdings Co.,Ltd",主板,SSE,CNY,L,19940103,,H
2857,600804.SH,600804,鹏博士,四川,电信运营,鹏博士电信传媒集团股份有限公司,"Dr.Peng Telecom&Media Group Co., Ltd.",主板,SSE,CNY,L,19940103,,N
2858,600805.SH,600805,悦达投资,江苏,综合类,江苏悦达投资股份有限公司,"Jiangsu Yueda Investment Co., Ltd.",主板,SSE,CNY,L,19940103,,N
2859,600807.SH,600807,ST天业,山东,区域地产,山东天业恒基股份有限公司,"Shandong Tyan Home Co.,Ltd",主板,SSE,CNY,L,19940103,,N
2860,600808.SH,600808,马钢股份,安徽,普钢,马鞍山钢铁股份有限公司,Maanshan Iron & Steel Company Limited,主板,SSE,CNY,L,19940106,,H
2861,600809.SH,600809,山西汾酒,山西,白酒,山西杏花村汾酒厂股份有限公司,"Shanxi Xinghuacun Fen Wine Factory Co.,Ltd.",主板,SSE,CNY,L,19940106,,H
2862,600810.SH,600810,神马股份,河南,化纤,神马实业股份有限公司,"ShenMa Industry Co.,Ltd",主板,SSE,CNY,L,19940106,,N
2863,600811.SH,600811,东方集团,黑龙江,综合类,东方集团股份有限公司,Orient Group Incorporation,主板,SSE,CNY,L,19940106,,H
2864,600812.SH,600812,华北制药,河北,化学制药,华北制药股份有限公司,North China Pharmaceutical Company.Ltd,主板,SSE,CNY,L,19940114,,N
2865,600814.SH,600814,杭州解百,浙江,百货,杭州解百集团股份有限公司,"Hangzhou Jiebai Group Co.,Limited",主板,SSE,CNY,L,19940114,,N
2866,600815.SH,600815,*ST厦工,福建,工程机械,厦门厦工机械股份有限公司,Xiamen XGMA Machinery Company Limited.,主板,SSE,CNY,L,19940128,,N
2867,600816.SH,600816,安信信托,上海,多元金融,安信信托股份有限公司,"Anxin Trust Co.,Ltd",主板,SSE,CNY,L,19940128,,H
2868,600817.SH,600817,ST宏盛,河南,多元金融,郑州德恒宏盛科技发展股份有限公司,"ZHENGZHOU DEHENG HONGSHENG TECHNOLOGY CO.,LTD.",主板,SSE,CNY,L,19940128,,N
2869,600818.SH,600818,中路股份,上海,文教休闲,中路股份有限公司,"Zhonglu Co.,Ltd",主板,SSE,CNY,L,19940128,,N
2870,600819.SH,600819,耀皮玻璃,上海,玻璃,上海耀皮玻璃集团股份有限公司,"Shanghai Yaohua Pilkington Glass Group Co., Ltd.",主板,SSE,CNY,L,19940128,,N
2871,600820.SH,600820,隧道股份,上海,建筑工程,上海隧道工程股份有限公司,"Shanghai Tunnel Engineering Co.,Ltd.",主板,SSE,CNY,L,19940128,,H
2872,600821.SH,600821,津劝业,天津,百货,天津劝业场(集团)股份有限公司,"TIANJIN QUANYECHANG (GROUP) CO.,LTD.",主板,SSE,CNY,L,19940128,,N
2873,600822.SH,600822,上海物贸,上海,商贸代理,上海物资贸易股份有限公司,"Shanghai Material Trading Co.,Ltd.",主板,SSE,CNY,L,19940204,,N
2874,600823.SH,600823,世茂股份,上海,全国地产,上海世茂股份有限公司,"Shanghai Shimao Co.,Ltd",主板,SSE,CNY,L,19940204,,H
2875,600824.SH,600824,益民集团,上海,百货,上海益民商业集团股份有限公司,"Shanghai Yimin Commercial Group Co.,Ltd.",主板,SSE,CNY,L,19940204,,N
2876,600825.SH,600825,新华传媒,上海,出版业,上海新华传媒股份有限公司,"Shanghai Xinhua Media Co., Ltd.",主板,SSE,CNY,L,19940204,,N
2877,600826.SH,600826,兰生股份,上海,商贸代理,上海兰生股份有限公司,Shanghai Lansheng Corporation,主板,SSE,CNY,L,19940204,,H
2878,600827.SH,600827,百联股份,上海,超市连锁,上海百联集团股份有限公司,"Shanghai Bailian Group Co.,Ltd.",主板,SSE,CNY,L,19940204,,N
2879,600828.SH,600828,茂业商业,四川,百货,茂业商业股份有限公司,"Maoye Commercial Co., Ltd",主板,SSE,CNY,L,19940224,,H
2880,600829.SH,600829,人民同泰,黑龙江,医药商业,哈药集团人民同泰医药股份有限公司,HPGC Renmintongtai Pharmaceutical Corporation,主板,SSE,CNY,L,19940224,,N
2881,600830.SH,600830,香溢融通,浙江,多元金融,香溢融通控股集团股份有限公司,"Sunny Loan Top Co.,Ltd.",主板,SSE,CNY,L,19940224,,N
2882,600831.SH,600831,广电网络,陕西,影视音像,陕西广电网络传媒(集团)股份有限公司,"Shaanxi Broadcast & Tv Network Intermediary(Group) Co.,Ltd.",主板,SSE,CNY,L,19940224,,N
2883,600833.SH,600833,第一医药,上海,医药商业,上海第一医药股份有限公司,"Shanghai No.1 Pharmacy Co.,Ltd.",主板,SSE,CNY,L,19940224,,N
2884,600834.SH,600834,申通地铁,上海,公共交通,上海申通地铁股份有限公司,"Shanghai Shentong Metro Co.,Ltd.",主板,SSE,CNY,L,19940224,,N
2885,600835.SH,600835,上海机电,上海,运输设备,上海机电股份有限公司,"Shanghai Mechanical & Electrical Industry Co.,Ltd.",主板,SSE,CNY,L,19940224,,H
2886,600836.SH,600836,界龙实业,上海,广告包装,上海界龙实业集团股份有限公司,Shanghai Jielong Industry Group Corporation Limited,主板,SSE,CNY,L,19940224,,N
2887,600837.SH,600837,海通证券,上海,证券,海通证券股份有限公司,"Haitong Securities Co., Ltd.",主板,SSE,CNY,L,19940224,,H
2888,600838.SH,600838,上海九百,上海,百货,上海九百股份有限公司,"Shanghai Join Buy Co.,Ltd.",主板,SSE,CNY,L,19940224,,N
2889,600839.SH,600839,四川长虹,四川,家用电器,四川长虹电器股份有限公司,"Sichuan Changhong Electric Co.,Ltd.",主板,SSE,CNY,L,19940311,,N
2890,600841.SH,600841,上柴股份,上海,机械基件,上海柴油机股份有限公司,"Shanghai Diesel Engine Co.,Ltd.",主板,SSE,CNY,L,19940311,,N
2891,600843.SH,600843,上工申贝,上海,纺织机械,上工申贝(集团)股份有限公司,"Shang Gong Group Co.,Ltd.",主板,SSE,CNY,L,19940311,,N
2892,600844.SH,600844,丹化科技,江苏,化工原料,丹化化工科技股份有限公司,"Danhua Chemical Technology Co.,Ltd.",主板,SSE,CNY,L,19940311,,N
2893,600845.SH,600845,宝信软件,上海,软件服务,上海宝信软件股份有限公司,"Shanghai Baosight Software Co.,Ltd.",主板,SSE,CNY,L,19940311,,H
2894,600846.SH,600846,同济科技,上海,建筑工程,上海同济科技实业股份有限公司,"Shanghai Tongji Science&Technology Industrial Co.,Ltd",主板,SSE,CNY,L,19940311,,H
2895,600847.SH,600847,万里股份,重庆,电气设备,重庆万里新能源股份有限公司,"Chongqing Wanli New Energy Co., Ltd.",主板,SSE,CNY,L,19940324,,N
2896,600848.SH,600848,上海临港,上海,园区开发,上海临港控股股份有限公司,"Shanghai Lingang Holdings Co.,Ltd.",主板,SSE,CNY,L,19940324,,H
2897,600850.SH,600850,华东电脑,上海,软件服务,上海华东电脑股份有限公司,"Shanghai East-China Computer Co.,Ltd.",主板,SSE,CNY,L,19940324,,H
2898,600851.SH,600851,海欣股份,上海,化学制药,上海海欣集团股份有限公司,"Shanghai Haixin Group Co.,Ltd.",主板,SSE,CNY,L,19940404,,N
2899,600853.SH,600853,龙建股份,黑龙江,建筑工程,龙建路桥股份有限公司,"Longjian Road&Bridge Co.,Ltd",主板,SSE,CNY,L,19940404,,N
2900,600854.SH,600854,春兰股份,江苏,家用电器,江苏春兰制冷设备股份有限公司,"Jiangsu Chunlan Refrigerating Equipment Stock Co.,Ltd.",主板,SSE,CNY,L,19940425,,N
2901,600855.SH,600855,航天长峰,北京,专用机械,北京航天长峰股份有限公司,"Beijing Aerospace Changfeng Co.,Ltd",主板,SSE,CNY,L,19940425,,N
2902,600856.SH,600856,ST中天,吉林,供气供热,长春中天能源股份有限公司,Changchun Sinoenergy Corporation,主板,SSE,CNY,L,19940425,,N
2903,600857.SH,600857,宁波中百,浙江,百货,宁波中百股份有限公司,"Ningbo Zhongbai Co., Ltd",主板,SSE,CNY,L,19940425,,N
2904,600858.SH,600858,银座股份,山东,百货,银座集团股份有限公司,"Inzone Group Co.,Ltd",主板,SSE,CNY,L,19940506,,N
2905,600859.SH,600859,王府井,北京,百货,王府井集团股份有限公司,"Wangfujing Group Co., Ltd.",主板,SSE,CNY,L,19940506,,H
2906,600860.SH,600860,京城股份,北京,专用机械,北京京城机电股份有限公司,Beijing Jingcheng Machinery Electric Company Limited,主板,SSE,CNY,L,19940506,,H
2907,600861.SH,600861,北京城乡,北京,百货,北京城乡商业(集团)股份有限公司,"BEIJING URBAN-RURAL COMMERCIAL (GROUP) CO., LTD.",主板,SSE,CNY,L,19940520,,N
2908,600862.SH,600862,中航高科,江苏,航空,中航航空高科技股份有限公司,"Avic Aviation High-Technology Co., Ltd.",主板,SSE,CNY,L,19940520,,N
2909,600863.SH,600863,内蒙华电,内蒙,火力发电,内蒙古蒙电华能热电股份有限公司,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited,主板,SSE,CNY,L,19940520,,H
